event_id,event_type,event_subtype,asset_symbol,source,event_time_utc,pre_target_6h_utc,asset_price_pre_6h,asset_price_pre_6h_kline_time_utc,btc_price_pre_6h,btc_price_pre_6h_kline_time_utc,pre_asset_return_6h,pre_btc_return_6h,pre_event_abnormal_6h,post_event_abnormal_24h,price_in_ratio,price_in_flag,title
cand_00155,whale_position,whale_wallet_position,HYPE,tg:HyperInsight,2026-05-21T08:02:40Z,2026-05-21T02:02:40Z,56.098,2026-05-21T02:03:00Z,77890.01,2026-05-21T02:03:00Z,0.045207,0.001104,0.044102,-0.005491,0.0,none,【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!
cand_00154,whale_position,whale_wallet_position,HYPE,tg:HyperInsight,2026-05-21T08:02:43Z,2026-05-21T02:02:43Z,56.098,2026-05-21T02:03:00Z,77890.01,2026-05-21T02:03:00Z,0.045207,0.001104,0.044102,-0.005491,0.0,none,【疑似HYPE上币内幕「 HYPE 多仓 TOP 1」】HYPE 多单 浮盈收窄！
cand_00148,whale_position,whale_wallet_position,SOL,tg:HyperInsight,2026-05-21T08:08:41Z,2026-05-21T02:08:41Z,86.48,2026-05-21T02:09:00Z,77845.18,2026-05-21T02:09:00Z,0.006013,0.003428,0.002585,0.010033,0.204896,none,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00140,network_upgrade,upgrade_or_fork,ADA,news:coinpedia,2026-05-21T08:17:56Z,2026-05-21T02:17:56Z,0.2515,2026-05-21T02:18:00Z,77948.76,2026-05-21T02:18:00Z,-0.006362,0.00097,-0.007332,0.015483,0.0,none,Charles Hoskinson: ‘Cardano Is My Life's Work and I Want ADA to Succeed No Matter What’
cand_00133,whale_position,whale_wallet_position,SOL,tg:HyperInsight,2026-05-21T08:28:42Z,2026-05-21T02:28:42Z,86.73,2026-05-21T02:29:00Z,78037.41,2026-05-21T02:29:00Z,0.00369,0.00023,0.00346,0.012175,0.221278,none,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00118,whale_position,whale_wallet_position,HYPE,webhook,2026-05-21T08:50:19Z,2026-05-21T02:50:19Z,56.161,2026-05-21T02:51:00Z,78021.65,2026-05-21T02:51:00Z,0.039155,-0.001605,0.04076,0.01971,0.674053,moderate,"It's just CRAZY!!! 🤯

The whale ""0x082"" has been holding its $HYPE (5x) long position since Dec 5th, 2025 - and now his"
cand_00117,network_upgrade,upgrade_or_fork,ADA,news:cryptonews,2026-05-21T08:52:36Z,2026-05-21T02:52:36Z,0.2517,2026-05-21T02:53:00Z,78013.73,2026-05-21T02:53:00Z,-0.008741,-0.001514,-0.007226,0.016954,0.0,none,Cardano price prediction turns bullish after TD buy signal
cand_00100,whale_position,whale_wallet_position,SOL,tg:HyperInsight,2026-05-21T09:08:43Z,2026-05-21T03:08:43Z,86.64,2026-05-21T03:09:00Z,77960.91,2026-05-21T03:09:00Z,0.003116,-0.000425,0.003542,0.011988,0.22806,none,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00082,whale_position,whale_wallet_position,HYPE,tg:HyperInsight,2026-05-21T09:32:41Z,2026-05-21T03:32:41Z,56.536,2026-05-21T03:33:00Z,78021.91,2026-05-21T03:33:00Z,0.036826,-0.002972,0.039798,0.020631,0.658593,moderate,【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!
cand_00076,whale_position,whale_wallet_position,SOL,tg:HyperInsight,2026-05-21T09:34:44Z,2026-05-21T03:34:44Z,86.76,2026-05-21T03:35:00Z,78000,2026-05-21T03:35:00Z,-0.000922,-0.002615,0.001693,0.012296,0.121034,none,【Abraxas Capital主地址】SOL 空单 摊平 啦!
cand_00074,whale_position,whale_wallet_position,XRP,news:coindesk,2026-05-21T09:34:48Z,2026-05-21T03:34:48Z,1.3818,2026-05-21T03:35:00Z,78000,2026-05-21T03:35:00Z,-0.003474,-0.002615,-0.000858,-0.004489,0.160534,none,"A crypto whale has made a $224,000 bet that XRP's price stays perfectly flat through June"
cand_00058,whale_position,whale_wallet_position,HYPE,tg:HyperInsight,2026-05-21T09:58:40Z,2026-05-21T03:58:40Z,56.751,2026-05-21T03:59:00Z,78078.72,2026-05-21T03:59:00Z,0.019841,-0.005708,0.025549,0.026089,0.494772,none,【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 浮亏收窄！
cand_00043,project_business,rwa_tokenization,HYPE,webhook,2026-05-21T10:11:24Z,2026-05-21T04:11:24Z,56.726,2026-05-21T04:12:00Z,77968.61,2026-05-21T04:12:00Z,0.023376,-0.00424,0.027616,0.027797,0.498365,none,"Top 5 Projects on RootData🔥 
https://t.co/69bunclw2J

1. @NexusLabs - Massively-parallelized proof mining network; 
📅 $N"
cand_01798,institutional_flow,etf_or_fund_flow,ADA,news:cointelegraph,2026-05-20T02:42:44Z,2026-05-19T20:42:44Z,0.2488,2026-05-19T20:43:00Z,76934.52,2026-05-19T20:43:00Z,-0.006431,-0.003983,-0.002447,0.001644,0.0,none,Truth Social’s ETF Issuer Withdraws Crypto ETFs
cand_01777,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T03:14:22Z,2026-05-19T21:14:22Z,0.2495,2026-05-19T21:15:00Z,77031.98,2026-05-19T21:15:00Z,-0.008417,-0.005098,-0.003319,-0.002628,0.558078,moderate,Bankr Disables Transactions After Hacker Accessed 14 Crypto Wallets
cand_01686,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T06:00:29Z,2026-05-20T00:00:29Z,639.81,2026-05-20T00:01:00Z,76842.42,2026-05-20T00:01:00Z,0.004392,0.004984,-0.000593,0.007946,0.0,none,Japan To Expand Foreign Stablecoins Rules Starting June 1
cand_01648,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T07:01:57Z,2026-05-20T01:01:57Z,0.2479,2026-05-20T01:02:00Z,76752.24,2026-05-20T01:02:00Z,0.007664,0.00811,-0.000446,-0.010298,0.041512,none,GitHub Internal Repositories Breached via VS Code Extension
cand_01626,institutional_flow,etf_or_fund_flow,BNB,news:bitcoinist,2026-05-20T07:30:16Z,2026-05-20T01:30:16Z,638.42,2026-05-20T01:31:00Z,76648.16,2026-05-20T01:31:00Z,0.008646,0.008974,-0.000328,0.00813,0.0,none,Trump Media’s Truth Social Withdraws Bitcoin ETF Filing
cand_01571,hack_security,exploit_or_theft,HYPE,news:coinpaper,2026-05-20T08:44:53Z,2026-05-20T02:44:53Z,47.675,2026-05-20T02:45:00Z,76618.7,2026-05-20T02:45:00Z,0.022276,0.011873,0.010403,0.203427,0.04865,none,SEC Chair Paul Atkins Signals a New Era for Crypto — XRP Leads the Conversation
cand_01539,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T09:16:08Z,2026-05-20T03:16:08Z,0.2478,2026-05-20T03:17:00Z,76691.48,2026-05-20T03:17:00Z,0.00686,0.009108,-0.002248,-0.005881,0.27651,none,OpenAI Opens First Overseas AI Lab in Singapore With $234M Commitment
cand_01527,institutional_flow,etf_or_fund_flow,ADA,news:99bitcoins,2026-05-20T09:32:07Z,2026-05-20T03:32:07Z,0.2486,2026-05-20T03:33:00Z,76795.77,2026-05-20T03:33:00Z,0.004023,0.009539,-0.005516,-0.004979,0.525621,moderate,"Crypto News Today (May 20): Bitcoin Struggling Below $80K, SOL & XRP ETFs Green as ETH and BTC ETFs Bleed - 99Bitcoins"
cand_01507,institutional_flow,etf_or_fund_flow,AAVE,news:decrypt,2026-05-20T10:04:26Z,2026-05-20T04:04:26Z,87.07,2026-05-20T04:05:00Z,76813.99,2026-05-20T04:05:00Z,0.007121,0.009383,-0.002262,0.012695,0.0,none,Trump's Truth Social Pulls Bitcoin ETF Application From SEC Review - Decrypt
cand_01480,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T10:30:46Z,2026-05-20T04:30:46Z,639.4,2026-05-20T04:31:00Z,76779.4,2026-05-20T04:31:00Z,0.008367,0.010887,-0.00252,0.011181,0.0,none,Chainlink's Nazarov Reveals 3 Trends He’s Watching Closely
cand_01439,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T11:21:32Z,2026-05-20T05:21:32Z,0.25,2026-05-20T05:22:00Z,77180,2026-05-20T05:22:00Z,-0.0012,0.003768,-0.004968,-0.00611,0.448429,none,South Carolina Governor Signs Bill Protecting Bitcoin Miners and Banning CBDC Payments
cand_01422,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T11:40:51Z,2026-05-20T05:40:51Z,0.2503,2026-05-20T05:41:00Z,77232.86,2026-05-20T05:41:00Z,-0.004395,0.002064,-0.006459,-0.007295,0.469613,none,Bitcoin Momentum Weakens as BTC Price Support at $75K Becomes Key
cand_01408,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T12:00:00Z,2026-05-20T06:00:00Z,642.71,2026-05-20T06:00:00Z,77223.31,2026-05-20T06:00:00Z,0.000467,0.001842,-0.001375,0.009475,0.0,none,Crypto AI Platform Bankr Locks Down System After Hacker Breaches 14 Crypto Wallets
cand_01376,hack_security,exploit_or_theft,AAVE,news:decrypt,2026-05-20T12:20:36Z,2026-05-20T06:20:36Z,87.95,2026-05-20T06:21:00Z,77290.13,2026-05-20T06:21:00Z,-0.005344,0.001321,-0.006665,0.009333,0.0,none,Morning Minute: Markets Flip Green Overnight Ahead of NVDA Earnings - Decrypt
cand_01335,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T13:03:05Z,2026-05-20T07:03:05Z,0.2496,2026-05-20T07:04:00Z,77344.19,2026-05-20T07:04:00Z,-0.000801,0.00275,-0.003551,-0.00356,0.499376,none,Singapore Revokes Bsquared’s Crypto Licence Over Regulatory Breaches
cand_01332,institutional_flow,etf_or_fund_flow,ADA,news:cointelegraph,2026-05-20T13:08:01Z,2026-05-20T07:08:01Z,0.2499,2026-05-20T07:09:00Z,77392.28,2026-05-20T07:09:00Z,-0.003201,0.001711,-0.004912,-0.003651,0.573641,moderate,Bitcoin Model Projects BTC to Reach $255K ‘Conservative’ Target in 2026
cand_01265,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T14:00:00Z,2026-05-20T08:00:00Z,0.2491,2026-05-20T08:00:00Z,77297,2026-05-20T08:00:00Z,-0.001606,-0.000521,-0.001084,-0.004154,0.20702,none,Fireblocks Unveils Infrastructure For AI Agents
cand_01234,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T14:16:40Z,2026-05-20T08:16:40Z,0.2491,2026-05-20T08:17:00Z,77274.83,2026-05-20T08:17:00Z,0.003212,0.001226,0.001985,-0.005913,0.0,none,EU Reviews Stablecoin Interest Ban in Potential MiCA Overhaul
cand_01222,hack_security,exploit_or_theft,AAVE,news:decrypt,2026-05-20T14:26:20Z,2026-05-20T08:26:20Z,87.61,2026-05-20T08:27:00Z,77256.22,2026-05-20T08:27:00Z,0.003881,0.002342,0.001539,0.010293,0.13007,none,"AI Watchdog Warns of 'Rogue Deployment' Risk at Top Labs, With Capabilities Growing Fast - Decrypt"
cand_01071,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T16:18:47Z,2026-05-20T10:18:47Z,644.36,2026-05-20T10:19:00Z,77591.56,2026-05-20T10:19:00Z,0.005261,-0.002967,0.008228,0.008319,0.497263,none,Top Crypto Exchange Expands Into UK With New Local Platform
cand_01056,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T16:30:59Z,2026-05-20T10:30:59Z,644.75,2026-05-20T10:31:00Z,77615.28,2026-05-20T10:31:00Z,0.003211,-0.006587,0.009798,0.006151,0.614342,moderate,Arthur Hayes' Bombshell CLARITY Act Warning Just Resurfaced — And The Timing Couldn't Be Worse | Bitcoinist.com
cand_01034,hack_security,exploit_or_theft,AAVE,news:decrypt,2026-05-20T16:54:07Z,2026-05-20T10:54:07Z,87.94,2026-05-20T10:55:00Z,77537.43,2026-05-20T10:55:00Z,0.007733,-0.003386,0.011118,-0.002104,0.0,none,"GitHub Confirms 3,800 Internal Repos Stolen Through Poisoned VS Code Extension - Decrypt"
cand_00971,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T18:00:00Z,2026-05-20T12:00:00Z,0.2486,2026-05-20T12:00:00Z,77365.52,2026-05-20T12:00:00Z,0.006436,0.002441,0.003995,0.00397,0.501575,moderate,Fairshake PAC’s $20M Investment Pays off in Three US State Primaries
cand_00890,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T19:30:11Z,2026-05-20T13:30:11Z,643.14,2026-05-20T13:31:00Z,77268.68,2026-05-20T13:31:00Z,0.010744,0.004144,0.0066,0.010521,0.385515,none,Washington Targets Iran’s $7 Billion Crypto Network To Cut Off Financial Channels—FOX | Bitcoinist.com
cand_00880,institutional_flow,etf_or_fund_flow,ADA,news:cointelegraph,2026-05-20T19:36:38Z,2026-05-20T13:36:38Z,0.2478,2026-05-20T13:37:00Z,77075.57,2026-05-20T13:37:00Z,0.009685,0.006249,0.003436,0.005753,0.373905,none,Bitcoin Reclaims $77.5K As Altcoins Finally Show Strength
cand_00821,hack_security,exploit_or_theft,BNB,news:watcherguru,2026-05-20T20:28:04Z,2026-05-20T14:28:04Z,645.43,2026-05-20T14:29:00Z,77412.9,2026-05-20T14:29:00Z,0.008181,0.003503,0.004678,0.010486,0.308501,none,Binance Says it Prevented Over $10T in Fraud Using AI Models
cand_00785,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T21:00:50Z,2026-05-20T15:00:50Z,647.97,2026-05-20T15:01:00Z,77464.01,2026-05-20T15:01:00Z,0.004429,0.002573,0.001856,0.009756,0.15987,none,Tether Expands South Korea Trademark Filings As Stablecoin Rules Take Shape
cand_00681,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-20T22:03:44Z,2026-05-20T16:03:44Z,0.25,2026-05-20T16:04:00Z,77458.21,2026-05-20T16:04:00Z,-0.0028,-0.000316,-0.002484,0.007513,0.0,none,Missouri AG Sues Crypto ATM Operator CoinFlip ‘For Enabling Scams’
cand_00644,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-20T22:37:54Z,2026-05-20T16:37:54Z,647.75,2026-05-20T16:38:00Z,77274.83,2026-05-20T16:38:00Z,0.000957,0.00185,-0.000893,0.010202,0.0,none,US Treasury Cracks Down Drug Lord’s Crypto Money-Laundering Ring Linked To Sinaloa Cartel | Bitcoinist.com
cand_00615,hack_security,exploit_or_theft,AAVE,news:decrypt,2026-05-20T23:00:04Z,2026-05-20T17:00:04Z,88.75,2026-05-20T17:01:00Z,77338.42,2026-05-20T17:01:00Z,-0.007662,0.001474,-0.009136,-0.000685,0.930277,severe,Shai-Hulud: What to Know About the Malware Spreading Through Software Pipelines - Decrypt
cand_00323,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-21T04:35:52Z,2026-05-20T22:35:52Z,0.2493,2026-05-20T22:36:00Z,77434,2026-05-20T22:36:00Z,0.00722,0.00691,0.00031,0.005972,0.049361,none,Map Protocol Loses 96% After Quadrillion Token Exploit
cand_00322,institutional_flow,etf_or_fund_flow,ADA,news:cointelegraph,2026-05-21T04:36:42Z,2026-05-20T22:36:42Z,0.249,2026-05-20T22:37:00Z,77392.79,2026-05-20T22:37:00Z,0.009237,0.00754,0.001697,0.004711,0.264793,none,Hyperliquid ETF Volumes Rise 50% Due to Well-Timed Launches
cand_00299,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-21T05:00:37Z,2026-05-20T23:00:37Z,648.18,2026-05-20T23:01:00Z,77452.44,2026-05-20T23:01:00Z,0.009766,0.007511,0.002255,0.011252,0.166948,none,Singapore Shuts Down Bsquared's Crypto Payment Operations - Details
cand_00275,institutional_flow,etf_or_fund_flow,ADA,news:cointelegraph,2026-05-21T05:44:37Z,2026-05-20T23:44:37Z,0.2493,2026-05-20T23:45:00Z,77492.31,2026-05-20T23:45:00Z,0.000401,0.004689,-0.004288,0.015002,0.0,none,SEC Seeks Feedback on Prediction Markets ETFs
cand_00226,hack_security,exploit_or_theft,BNB,news:cryptonews,2026-05-21T06:54:21Z,2026-05-21T00:54:21Z,653.64,2026-05-21T00:55:00Z,78014.11,2026-05-21T00:55:00Z,-0.003718,-0.005692,0.001974,0.009736,0.1686,none,"MAPO crashes to record lows, bridge attack overwhelms circulating supply"
cand_00218,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-21T07:00:13Z,2026-05-21T01:00:13Z,653.52,2026-05-21T01:01:00Z,77999.12,2026-05-21T01:01:00Z,-0.002923,-0.004722,0.0018,0.009927,0.153476,none,Bitcoin Quantum Exposure: Glassnode Says 30% of Supply Is Highly Vulnerable | Bitcoinist.com
cand_00197,hack_security,exploit_or_theft,ADA,news:cointelegraph,2026-05-21T07:30:06Z,2026-05-21T01:30:06Z,0.2507,2026-05-21T01:31:00Z,77831.92,2026-05-21T01:31:00Z,-0.008775,-0.002491,-0.006284,0.012613,0.0,none,Syndicate Labs Shuts Down After Ethereum Rollup Market Shift
cand_00188,hack_security,exploit_or_theft,AAVE,news:cointelegraph,2026-05-21T07:34:52Z,2026-05-21T01:34:52Z,89.23,2026-05-21T01:35:00Z,77884.59,2026-05-21T01:35:00Z,-0.00325,-0.003004,-0.000246,-0.008004,0.02986,none,Digital Assets Like Ordinals Used in Tax Evasion Schemes: Chainalysis
cand_00162,hack_security,exploit_or_theft,BNB,news:bitcoinist,2026-05-21T08:00:14Z,2026-05-21T02:00:14Z,653.02,2026-05-21T02:01:00Z,77863.27,2026-05-21T02:01:00Z,0.000383,0.000379,4e-06,0.016574,0.000216,none,By The Numbers: How Much Bitcoin Is Exposed To Quantum?
cand_01713,other,needs_taxonomy_review,SOL,webhook,2026-05-20T05:11:09Z,2026-05-19T23:11:09Z,84.27,2026-05-19T23:12:00Z,76826.48,2026-05-19T23:12:00Z,0.005696,0.005595,0.000101,0.015486,0.006498,none,吴说获悉，L2Beat 表示已从源代码重新生成了 Lighter 永续合约 DEX L2 所使用的所有 ZK 电路（包括 Lighter verifier 和 Lighter Desert verifier），从而实现了真正无需信任 Lig
cand_01694,other,needs_taxonomy_review,SOL,webhook,2026-05-20T05:47:35Z,2026-05-19T23:47:35Z,84.37,2026-05-19T23:48:00Z,76884.52,2026-05-19T23:48:00Z,0.004385,0.003635,0.00075,0.011745,0.060054,none,"8Qef2u, the largest $ASTEROID holder on Solana, bought 10.04M $VIRL ($17.7K).

This wallet already holds 25.03M $ASTEROI"
cand_01688,other,needs_taxonomy_review,HYPE,webhook,2026-05-20T05:58:42Z,2026-05-19T23:58:42Z,48.036,2026-05-19T23:59:00Z,76834.36,2026-05-19T23:59:00Z,0.006537,0.00472,0.001817,0.155321,0.011564,none,"Evaded (@ICanPlug) made $2.1M in just 2 days!

Yesterday, he opened 10x longs on 36,875 $ZEC($21.59M) and 287,618 $HYPE("
cand_01687,other,needs_taxonomy_review,HYPE,webhook,2026-05-20T05:59:26Z,2026-05-19T23:59:26Z,47.964,2026-05-20T00:00:00Z,76814,2026-05-20T00:00:00Z,0.008235,0.005329,0.002907,0.155082,0.018399,none,"Evaded (@ICanPlug) made $2.1M in just 2 days!

Yesterday, he opened 10x longs on 36,875 $ZEC($21.59M) and 287,618 $HYPE("
cand_01587,other,needs_taxonomy_review,XRP,webhook,2026-05-20T08:20:16Z,2026-05-20T02:20:16Z,1.3539,2026-05-20T02:21:00Z,76824.98,2026-05-20T02:21:00Z,0.009159,0.005536,0.003623,0.002649,0.577629,moderate,🔥 NEW: Ripple ranked No. 16 on CNBC’s 2026 Disruptor 50 list. https://t.co/ze9O5hWs7W
cand_01485,other,needs_taxonomy_review,HYPE,webhook,2026-05-20T10:23:41Z,2026-05-20T04:23:41Z,48.026,2026-05-20T04:24:00Z,76803.11,2026-05-20T04:24:00Z,0.029484,0.010745,0.018739,0.176895,0.095788,none,$HYPE fifty American dollars https://t.co/m4aAv9x9vu
cand_01340,other,needs_taxonomy_review,HYPE,webhook,2026-05-20T13:00:02Z,2026-05-20T07:00:02Z,48.476,2026-05-20T07:01:00Z,77371.24,2026-05-20T07:01:00Z,0.025703,0.002506,0.023198,0.163904,0.123985,none,"🔥 BITWISE SAYS HYPE IS UNDERVALUED

Bitwise CIO Matt Hougan says the market is wrongly valuing Hyperliquid as only a per"
cand_01322,other,needs_taxonomy_review,UNI,news:coindesk,2026-05-20T13:15:50Z,2026-05-20T07:15:50Z,3.575,2026-05-20T07:16:00Z,77340.95,2026-05-20T07:16:00Z,0.006713,0.001426,0.005288,-0.001673,0.0,none,"CoinDesk 20 performance update: Uniswap (UNI), up 3.7%, leads index higher"
cand_00934,other,needs_taxonomy_review,LINK,webhook,2026-05-20T18:34:49Z,2026-05-20T12:34:49Z,9.595,2026-05-20T12:35:00Z,77546.4,2026-05-20T12:35:00Z,0.002189,-0.000551,0.002739,0.016339,0.143573,none,"Phenomenal post by @SergeyNazarov on the current state of Chainlink and the markets.

It makes me even more excited and"
cand_00714,other,needs_taxonomy_review,XRP,webhook,2026-05-20T21:44:28Z,2026-05-20T15:44:28Z,1.3752,2026-05-20T15:45:00Z,77500,2026-05-20T15:45:00Z,-0.004799,0.001633,-0.006432,0.004561,0.0,none,"🚨 🚨 🚨 🚨 🚨  73,179,900 $XRP (100,318,353 USD) transferred from unknown wallet to unknown wallet

https://t.co/E2T0uv3GLM"
cand_00488,other,needs_taxonomy_review,HYPE,webhook,2026-05-21T01:07:48Z,2026-05-20T19:07:48Z,51.796,2026-05-20T19:08:00Z,77379.37,2026-05-20T19:08:00Z,0.086184,0.008196,0.077988,0.031686,0.711089,severe,Congrats hype hodlers.  Well deserved.  It’s a no bullshit awesome product.  🎂🎂🎂
cand_00449,other,needs_taxonomy_review,SOL,webhook,2026-05-21T02:02:46Z,2026-05-20T20:02:46Z,86.02,2026-05-20T20:03:00Z,77627.45,2026-05-20T20:03:00Z,0.006278,0.003382,0.002895,0.00957,0.232275,none,JUST IN: Hyperliquid flips Solana in fully diluted valuation.
cand_00446,other,needs_taxonomy_review,SOL,webhook,2026-05-21T02:04:48Z,2026-05-20T20:04:48Z,85.98,2026-05-20T20:05:00Z,77613.76,2026-05-20T20:05:00Z,0.006048,0.003263,0.002785,0.010032,0.217313,none,JUST IN: Hyperliquid flips Solana in fully diluted valuation.
cand_00393,other,needs_taxonomy_review,HYPE,webhook,2026-05-21T02:58:49Z,2026-05-20T20:58:49Z,51.92,2026-05-20T20:59:00Z,77720.01,2026-05-20T20:59:00Z,0.075905,0.003034,0.072872,0.036436,0.666663,moderate,"loracle.hl(@loraclexyz) is now down nearly $20M on his $HYPE short, but he is still adding to it.

He currently holds a"
cand_00324,other,needs_taxonomy_review,SOL,webhook,2026-05-21T04:32:41Z,2026-05-20T22:32:41Z,86.16,2026-05-20T22:33:00Z,77451.82,2026-05-20T22:33:00Z,0.007892,0.006728,0.001164,0.006338,0.155212,none,Hyperliquid has flipped Solana by FDV. https://t.co/rDF5FRg4TK
cand_00293,other,needs_taxonomy_review,SOL,news:odaily_exchange_gap,2026-05-21T05:10:25Z,2026-05-20T23:10:25Z,85.99,2026-05-20T23:11:00Z,77436,2026-05-20T23:11:00Z,0.010466,0.007252,0.003215,0.006008,0.348546,none,SOL生态代币普涨，FIDA涨超34%
cand_00243,other,needs_taxonomy_review,HYPE,webhook,2026-05-21T06:29:07Z,2026-05-21T00:29:07Z,55.301,2026-05-21T00:30:00Z,77722.22,2026-05-21T00:30:00Z,0.022821,0.001001,0.02182,0.032625,0.400768,none,"All time $HYPE is almost here. $150 is much closer than it was. 

Yachtzee 😘😘😘😘 https://t.co/N6t3u2OcfR"
cand_00216,other,needs_taxonomy_review,XRP,webhook,2026-05-21T07:00:30Z,2026-05-21T01:00:30Z,1.377,2026-05-21T01:01:00Z,77999.12,2026-05-21T01:01:00Z,-0.004575,-0.004722,0.000147,-0.004667,0.0,none,🔥 NEW: Ripple Prime has partnered with EDX Markets to give institutional clients unified access to digital asset spot an
cand_00174,other,needs_taxonomy_review,HYPE,webhook,2026-05-21T07:46:29Z,2026-05-21T01:46:29Z,56.643,2026-05-21T01:47:00Z,77938.15,2026-05-21T01:47:00Z,0.024469,-0.002369,0.026838,0.001128,0.959656,severe,"loracle.hl(@loraclexyz)'s $HYPE short has now grown to over $100M!

He is currently down over $23M, with a liquidation p"
cand_00125,other,needs_taxonomy_review,HYPE,webhook,2026-05-21T08:39:20Z,2026-05-21T02:39:20Z,55.96,2026-05-21T02:40:00Z,78017.49,2026-05-21T02:40:00Z,0.05,-0.001169,0.051169,0.013766,0.788009,severe,"🚨HYPERLIQUID NEARS ITS ALL-TIME HIGH AT 59$

$HYPE is now trading near its ATH around $59.30, putting bulls back in cont"
cand_01906,network_upgrade,upgrade_or_fork,BNB,news:bitcoinist,2026-05-20T00:30:15Z,2026-05-19T18:30:15Z,639.71,2026-05-19T18:31:00Z,76796.81,2026-05-19T18:31:00Z,-0.000266,5.6e-05,-0.000322,0.006306,0.0,none,Ripple Just Moved This $2 Billion Industry Onto The XRP Ledger | Bitcoinist.com
cand_01901,whale_position,whale_wallet_position,AAVE,webhook,2026-05-20T00:33:55Z,2026-05-19T18:33:55Z,88.39,2026-05-19T18:34:00Z,76819.93,2026-05-19T18:34:00Z,-0.015273,-0.00141,-0.013863,0.003438,0.0,none,"🚨 🚨 🚨 🚨 🚨 🚨  128,340,415 $USDC (128,307,817 USD) transferred from Unknown Whale 1 to #Aave

https://t.co/hNlXUpUeVk"
cand_01614,whale_position,whale_wallet_position,HYPE,news:cryptonews,2026-05-20T07:45:33Z,2026-05-20T01:45:33Z,47.352,2026-05-20T01:46:00Z,76588.4,2026-05-20T01:46:00Z,0.022027,0.009609,0.012418,0.194038,0.060149,none,HYPE whale alert: a16z-linked wallets may rank No. 6
cand_01593,staking_governance,staking_or_governance,LINK,news:utoday,2026-05-20T08:11:00Z,2026-05-20T02:11:00Z,9.46,2026-05-20T02:11:00Z,76760.57,2026-05-20T02:11:00Z,0.013319,0.006689,0.00663,0.005453,0.548683,moderate,'China's Buffett' Buys Into Circle in Surprise Portfolio Addition - U.Today
cand_01495,exchange_listing,listing_delisting,SOL,news:kucoin_ann,2026-05-20T10:15:02Z,2026-05-20T04:15:02Z,84.21,2026-05-20T04:16:00Z,76819.05,2026-05-20T04:16:00Z,0.008906,0.009893,-0.000986,0.018767,0.0,none,KuCoin Alpha 新上線代幣 — VIRL & DEGEN
cand_01444,network_upgrade,upgrade_or_fork,BNB,news:cryptonews,2026-05-20T11:13:54Z,2026-05-20T05:13:54Z,641.7,2026-05-20T05:14:00Z,77230,2026-05-20T05:14:00Z,0.003195,0.003183,1.2e-05,0.010613,0.001124,none,$140k in less than 24 hours: Meme Punch's battle arena is drawing a crowd before launch
cand_01371,whale_position,whale_wallet_position,HYPE,webhook,2026-05-20T12:29:35Z,2026-05-20T06:29:35Z,48.532,2026-05-20T06:30:00Z,77274.94,2026-05-20T06:30:00Z,0.025962,0.003135,0.022827,0.147684,0.133875,none,某地址向HyperLiquid转入1900万USDC购买HYPE现货
cand_01354,stablecoin_flow,stablecoin_supply_or_flow,HYPE,news:odaily_exchange_gap,2026-05-20T12:47:16Z,2026-05-20T06:47:16Z,48.505,2026-05-20T06:48:00Z,77324.35,2026-05-20T06:48:00Z,0.032883,0.00315,0.029733,0.156082,0.160014,none,HYPE突破50 USDT，24H涨幅5.25%
cand_01338,stablecoin_flow,stablecoin_supply_or_flow,AAVE,news:decrypt,2026-05-20T13:00:40Z,2026-05-20T07:00:40Z,88.15,2026-05-20T07:01:00Z,77371.24,2026-05-20T07:01:00Z,-0.004084,0.002506,-0.00659,0.007988,0.0,none,Crypto Wealth Firm Nexo Sponsors $3 Million Golf Tournament at Trump International Scotland - Decrypt
