record_type,record_id,title,raw_published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time_basis,backtest_time_utc,backtest_time_china,price_target_utc,price_target_china,price_kline_time_utc,price_kline_time_china,price_time_lag_seconds,time_audit_status,time_audit_flags
candidate,cand_00217,据塔斯社：格鲁吉亚与阿塞拜疆同意重启巴库-苏普萨石油管道,2026-05-18T21:38:52Z,2026-05-18T21:38:52Z,2026-05-19 05:38:52 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:38:52Z,2026-05-19 05:38:52 UTC+8,,,,,,pass,
candidate,cand_00218,JUST IN: Lawyer apologizes for using “phantom AI quotes” generated by Claude in a court filing tied to Trump administrat,2026-05-18T21:34:17Z,2026-05-18T21:34:17Z,2026-05-19 05:34:17 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:34:17Z,2026-05-19 05:34:17 UTC+8,,,,,,pass,
candidate,cand_00219,小摩：本月美债收益率的大幅上升或已接近峰值,2026-05-18T21:32:20Z,2026-05-18T21:32:20Z,2026-05-19 05:32:20 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:32:20Z,2026-05-19 05:32:20 UTC+8,,,,,,pass,
candidate,cand_00220,Ethereum Institutional Adoption Expands: ETH Held In Corporate Reserves Climbs To New Landmark | Bitcoinist.com,2026-05-18T21:30:27Z,2026-05-18T21:30:27Z,2026-05-19 05:30:27 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T21:30:27Z,2026-05-19 05:30:27 UTC+8,,,,,,pass,
candidate,cand_00221,Anthropic：所有Claude计划的代币限制翻倍,2026-05-18T21:30:18Z,2026-05-18T21:30:18Z,2026-05-19 05:30:18 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:30:18Z,2026-05-19 05:30:18 UTC+8,,,,,,pass,
candidate,cand_00222,伊朗披露穆杰塔巴受伤细节,2026-05-18T21:29:51Z,2026-05-18T21:29:51Z,2026-05-19 05:29:51 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:29:51Z,2026-05-19 05:29:51 UTC+8,,,,,,pass,
candidate,cand_00223,Soluna Q1 Revenue Rises 58% as Data Center Hosting Surpasses Crypto Mining,2026-05-18T21:28:02Z,2026-05-18T21:28:02Z,2026-05-19 05:28:02 UTC+8,,,,UTC,source_rule:news:cointelegraph,,published_at,2026-05-18T21:28:02Z,2026-05-19 05:28:02 UTC+8,,,,,,pass,
candidate,cand_00224,据华尔街日报：人工智能软件初创公司Decart融资3亿美元，估值接近40亿美元,2026-05-18T21:26:44Z,2026-05-18T21:26:44Z,2026-05-19 05:26:44 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:26:44Z,2026-05-19 05:26:44 UTC+8,,,,,,pass,
candidate,cand_00225,乌克兰外交部：谴责白俄罗斯进行核武器演习,2026-05-18T21:25:23Z,2026-05-18T21:25:23Z,2026-05-19 05:25:23 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:25:23Z,2026-05-19 05:25:23 UTC+8,,,,,,pass,
candidate,cand_00226,JUST IN: TrumpRx to add over 600 generic drugs.,2026-05-18T21:22:27Z,2026-05-18T21:22:27Z,2026-05-19 05:22:27 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:22:27Z,2026-05-19 05:22:27 UTC+8,,,,,,pass,
candidate,cand_00227,Revolut推出首张实体加密卡，主打Dogecoin主题,2026-05-18T21:20:51Z,2026-05-18T21:20:51Z,2026-05-19 05:20:51 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T21:20:51Z,2026-05-19 05:20:51 UTC+8,,,,,,pass,
candidate,cand_00228,Georgia Primary to Test Crypto PAC’s Support for Democratic Candidate,2026-05-18T21:20:00Z,2026-05-18T21:20:00Z,2026-05-19 05:20:00 UTC+8,,,,UTC,source_rule:news:cointelegraph,,published_at,2026-05-18T21:20:00Z,2026-05-19 05:20:00 UTC+8,,,,,,pass,
candidate,cand_00229,【Abraxas Capital主地址】HYPE 空单 割肉 啦!,2026-05-18T21:18:42Z,2026-05-18T21:18:42Z,2026-05-19 05:18:42 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-18T21:18:42Z,2026-05-19 05:18:42 UTC+8,,,,,,pass,
candidate,cand_00230,【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!,2026-05-18T21:18:40Z,2026-05-18T21:18:40Z,2026-05-19 05:18:40 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-18T21:18:40Z,2026-05-19 05:18:40 UTC+8,,,,,,pass,
candidate,cand_00231,伊拉克外交部：伊方正就自其领土向沙特阿拉伯发射无人机的相关情况进行调查,2026-05-18T21:16:52Z,2026-05-18T21:16:52Z,2026-05-19 05:16:52 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:16:52Z,2026-05-19 05:16:52 UTC+8,,,,,,pass,
candidate,cand_00232,亚洲主导稳定币支付，近三分之二交易量来自亚洲,2026-05-18T21:15:00Z,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,,,,,,pass,
candidate,cand_00233,SpaceX Bitcoin treasury tops $637m pre-IPO,2026-05-18T21:15:00Z,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,published_at,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,,,,,,pass,
candidate,cand_00234,【ZEC最大空头】TON 空单 滚仓 啦!,2026-05-18T21:14:42Z,2026-05-18T21:14:42Z,2026-05-19 05:14:42 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-18T21:14:42Z,2026-05-19 05:14:42 UTC+8,,,,,,pass,
candidate,cand_00235,🇺🇸 NEW: U.S. Securities and Exchange Commission is preparing to allow blockchain-based trading of tokenized stocks.,2026-05-18T21:13:55Z,2026-05-18T21:13:55Z,2026-05-19 05:13:55 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:13:55Z,2026-05-19 05:13:55 UTC+8,,,,,,pass,
candidate,cand_00236,SEC to ready plan for trading crypto versions of stocks,2026-05-18T21:13:36Z,2026-05-18T21:13:36Z,2026-05-19 05:13:36 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:13:36Z,2026-05-19 05:13:36 UTC+8,,,,,,pass,
candidate,cand_00237,华为董事侯金龙：全球AIDC装机规模将持续突破,2026-05-18T21:13:19Z,2026-05-18T21:13:19Z,2026-05-19 05:13:19 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:13:19Z,2026-05-19 05:13:19 UTC+8,,,,,,pass,
candidate,cand_00238,【疑似HYPE上币内幕「 HYPE 多仓 TOP 1」】HYPE 多单 浮盈扩大！,2026-05-18T21:12:43Z,2026-05-18T21:12:43Z,2026-05-19 05:12:43 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-18T21:12:43Z,2026-05-19 05:12:43 UTC+8,,,,,,pass,
candidate,cand_00239,【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!,2026-05-18T21:12:40Z,2026-05-18T21:12:40Z,2026-05-19 05:12:40 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-18T21:12:40Z,2026-05-19 05:12:40 UTC+8,,,,,,pass,
candidate,cand_00240,伊朗外长阿拉格齐与沙特外长在本周一晚间的通话中，就当前外交进程及最新地区局势发展进行了讨论和磋商,2026-05-18T21:11:35Z,2026-05-18T21:11:35Z,2026-05-19 05:11:35 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:11:35Z,2026-05-19 05:11:35 UTC+8,,,,,,pass,
candidate,cand_00241,"JUST IN: SEC prepares to legalize blockchain-based, tokenized stock trading.",2026-05-18T21:11:05Z,2026-05-18T21:11:05Z,2026-05-19 05:11:05 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:11:05Z,2026-05-19 05:11:05 UTC+8,,,,,,pass,
candidate,cand_00242,⚡️ NEW: Revolut unveiled a physical crypto card with Dogecoin branding and LED tap-to-pay functionality for users in the,2026-05-18T21:10:17Z,2026-05-18T21:10:17Z,2026-05-19 05:10:17 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:10:17Z,2026-05-19 05:10:17 UTC+8,,,,,,pass,
candidate,cand_00243,Minnesotan banks and credit unions set to provide crypto custody August 1,2026-05-18T21:09:26Z,2026-05-18T21:09:26Z,2026-05-19 05:09:26 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:09:26Z,2026-05-19 05:09:26 UTC+8,,,,,,pass,
candidate,cand_00244,俄罗斯总统助理乌沙科夫：普京总统将于9月12日至13日出席在印度新德里举行的金砖国家峰会,2026-05-18T21:07:26Z,2026-05-18T21:07:26Z,2026-05-19 05:07:26 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:07:26Z,2026-05-19 05:07:26 UTC+8,,,,,,pass,
candidate,cand_00245,AI Still Can't Beat the On-Call Engineer: Here's Why - Decrypt,2026-05-18T21:05:45Z,2026-05-18T21:05:45Z,2026-05-19 05:05:45 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T21:05:45Z,2026-05-19 05:05:45 UTC+8,,,,,,pass,
candidate,cand_00246,"🚨 ELON MUSK HAS OFFICIALLY ANNOUNCED HE WILL FILE A LAWSUIT AGAINST OPENAI. 

Who wins between Elon Musk and Sam Altman?",2026-05-18T21:05:39Z,2026-05-18T21:05:39Z,2026-05-19 05:05:39 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:05:39Z,2026-05-19 05:05:39 UTC+8,,,,,,pass,
candidate,cand_00247,美国证券交易委员会准备允许基于区块链的代币化股票交易,2026-05-18T21:05:34Z,2026-05-18T21:05:34Z,2026-05-19 05:05:34 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:05:34Z,2026-05-19 05:05:34 UTC+8,,,,,,pass,
candidate,cand_00248,伊拉克石油部：4月原油出口量为988.4万桶,2026-05-18T21:04:21Z,2026-05-18T21:04:21Z,2026-05-19 05:04:21 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:04:21Z,2026-05-19 05:04:21 UTC+8,,,,,,pass,
candidate,cand_00249,国际货币基金组织与沙特阿拉伯财政部举行了第二次高级别战略对话，讨论能力建设合作伙伴关系,2026-05-18T21:02:35Z,2026-05-18T21:02:35Z,2026-05-19 05:02:35 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:02:35Z,2026-05-19 05:02:35 UTC+8,,,,,,pass,
candidate,cand_00250,JUST IN: $15 billion investment bank TD Cowen analyst Lance Vitanza has assigned a buy rating on #Bitcoin treasury compa,2026-05-18T21:02:00Z,2026-05-18T21:02:00Z,2026-05-19 05:02:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:02:00Z,2026-05-19 05:02:00 UTC+8,,,,,,pass,
candidate,cand_00251,"The two largest corporate holders of Bitcoin:

Strategy - 843,738 BTC
BlackRock - 817,138 BTC

Who will win the race to",2026-05-18T21:01:00Z,2026-05-18T21:01:00Z,2026-05-19 05:01:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T21:01:00Z,2026-05-19 05:01:00 UTC+8,,,,,,pass,
candidate,cand_00252,据伊朗学生通讯社：伊朗计划两年内重建南帕尔斯气田,2026-05-18T21:00:59Z,2026-05-18T21:00:59Z,2026-05-19 05:00:59 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T21:00:59Z,2026-05-19 05:00:59 UTC+8,,,,,,pass,
candidate,cand_00253,HIVE soars over 35% on plans for $2.55b Toronto AI 'super factory',2026-05-18T21:00:00Z,2026-05-18T21:00:00Z,2026-05-19 05:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,published_at,2026-05-18T21:00:00Z,2026-05-19 05:00:00 UTC+8,,,,,,pass,
candidate,cand_00254,Elon Musk Loses OpenAI Lawsuit as Jury Rejects Claims Against Sam Altman,2026-05-18T20:57:53Z,2026-05-18T20:57:53Z,2026-05-19 04:57:53 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T20:57:53Z,2026-05-19 04:57:53 UTC+8,,,,,,pass,
candidate,cand_00255,JUST IN: Kentucky primary targeting Rep. Thomas Massie officially becomes the most expensive House primary in U.S. histo,2026-05-18T20:57:40Z,2026-05-18T20:57:40Z,2026-05-19 04:57:40 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:57:40Z,2026-05-19 04:57:40 UTC+8,,,,,,pass,
candidate,cand_00256,Hyperliquid Price Prediction as Bitwise Announces Plans for HYPE Treasury,2026-05-18T20:56:10Z,2026-05-18T20:56:10Z,2026-05-19 04:56:10 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T20:56:10Z,2026-05-19 04:56:10 UTC+8,,,,,,pass,
candidate,cand_00257,"Bitcoin Faces Greater Quantum Computing Risk Than Ethereum, Citi Warns - Decrypt",2026-05-18T20:55:33Z,2026-05-18T20:55:33Z,2026-05-19 04:55:33 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T20:55:33Z,2026-05-19 04:55:33 UTC+8,,,,,,pass,
candidate,cand_00258,Citi warns Bitcoin faces quantum risk,2026-05-18T20:55:00Z,2026-05-18T20:55:00Z,2026-05-19 04:55:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,published_at,2026-05-18T20:55:00Z,2026-05-19 04:55:00 UTC+8,,,,,,pass,
candidate,cand_00259,Cuban: Crypto Industry Finally Wants Regulation - U.Today,2026-05-18T20:52:33Z,2026-05-18T20:52:33Z,2026-05-19 04:52:33 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T20:52:33Z,2026-05-19 04:52:33 UTC+8,,,,,,pass,
candidate,cand_00260,哈莫尼黄金公司：由于黄金平均价格上涨39%，黄金和铜的收入增长,2026-05-18T20:52:10Z,2026-05-18T20:52:10Z,2026-05-19 04:52:10 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:52:10Z,2026-05-19 04:52:10 UTC+8,,,,,,pass,
candidate,cand_00261,法院文件显示：特朗普已驳回对美国国税局的诉讼,2026-05-18T20:51:15Z,2026-05-18T20:51:15Z,2026-05-19 04:51:15 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:51:15Z,2026-05-19 04:51:15 UTC+8,,,,,,pass,
candidate,cand_00262,🚨 ALERT: Casa co-founder Jameson Lopp warned about a new phishing technique that abuses legitimate Google recovery forms,2026-05-18T20:50:17Z,2026-05-18T20:50:17Z,2026-05-19 04:50:17 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:50:17Z,2026-05-19 04:50:17 UTC+8,,,,,,pass,
candidate,cand_00263,哈莫尼黄金公司：坚定朝着全年产量目标迈进,2026-05-18T20:48:52Z,2026-05-18T20:48:52Z,2026-05-19 04:48:52 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:48:52Z,2026-05-19 04:48:52 UTC+8,,,,,,pass,
candidate,cand_00264,哈莫尼黄金公司：连续表态（共 2 条）,2026-05-18T20:48:40Z,2026-05-18T20:48:40Z,2026-05-19 04:48:40 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:48:40Z,2026-05-19 04:48:40 UTC+8,,,,,,pass,
candidate,cand_00265,JUST IN: Elon Musk announces he is filing appeal in lawsuit against OpenAI.,2026-05-18T20:47:59Z,2026-05-18T20:47:59Z,2026-05-19 04:47:59 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:47:59Z,2026-05-19 04:47:59 UTC+8,,,,,,pass,
candidate,cand_00266,北京召开“清朗·整治AI应用乱象”专项工作推进会,2026-05-18T20:45:32Z,2026-05-18T20:45:32Z,2026-05-19 04:45:32 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:45:32Z,2026-05-19 04:45:32 UTC+8,,,,,,pass,
candidate,cand_00267,"🇺🇸CLARITY ACT IS ""GOOD ENOUGH TO PASS""

Anchorage’s Head of Research David Lawant said the bill has reached a stage wher",2026-05-18T20:45:00Z,2026-05-18T20:45:00Z,2026-05-19 04:45:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:45:00Z,2026-05-19 04:45:00 UTC+8,,,,,,pass,
candidate,cand_00268,报道：伊朗提议长期多阶段停火 可以将浓缩铀无条件转移至俄罗斯,2026-05-18T20:40:03Z,2026-05-18T20:40:03Z,2026-05-19 04:40:03 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:40:03Z,2026-05-19 04:40:03 UTC+8,,,,,,pass,
candidate,cand_00269,"Low Interest Rates in Japan & Korea Are Driving Retail Into XRP as a Go-To Store of Value, Says Ripple APAC VP",2026-05-18T20:35:49Z,2026-05-18T20:35:49Z,2026-05-19 04:35:49 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T20:35:49Z,2026-05-19 04:35:49 UTC+8,,,,,,pass,
candidate,cand_00270,【ZEC最大空头】ZEC 空单 摊平 啦!,2026-05-18T20:34:48Z,2026-05-18T20:34:48Z,2026-05-19 04:34:48 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-18T20:34:48Z,2026-05-19 04:34:48 UTC+8,,,,,,pass,
candidate,cand_00271,海关总署署长孙梅君会见比利时对口部门负责人,2026-05-18T20:32:55Z,2026-05-18T20:32:55Z,2026-05-19 04:32:55 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:32:55Z,2026-05-19 04:32:55 UTC+8,,,,,,pass,
candidate,cand_00272,"JUST IN: Trump calls for a DOJ investigation into Maryland voting, alleging the state sent out 500,000 illegal mail-in b",2026-05-18T20:32:24Z,2026-05-18T20:32:24Z,2026-05-19 04:32:24 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:32:24Z,2026-05-19 04:32:24 UTC+8,,,,,,pass,
candidate,cand_00273,俄罗斯外长拉夫罗夫：布什尔核电站项目仅与伊朗和俄罗斯有关，其他任何方无权干涉,2026-05-18T20:31:43Z,2026-05-18T20:31:43Z,2026-05-19 04:31:43 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:31:43Z,2026-05-19 04:31:43 UTC+8,,,,,,pass,
candidate,cand_00274,币安链推出BNBAgent SDK，支持AI代理使用链上身份,2026-05-18T20:30:17Z,2026-05-18T20:30:17Z,2026-05-19 04:30:17 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:30:17Z,2026-05-19 04:30:17 UTC+8,,,,,,pass,
candidate,cand_00275,XRP price slips 2% on profit taking,2026-05-18T20:30:00Z,2026-05-18T20:30:00Z,2026-05-19 04:30:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,published_at,2026-05-18T20:30:00Z,2026-05-19 04:30:00 UTC+8,,,,,,pass,
candidate,cand_00276,京东：今年京东体系的AI相关研发投入增长将超200%,2026-05-18T20:29:07Z,2026-05-18T20:29:07Z,2026-05-19 04:29:07 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:29:07Z,2026-05-19 04:29:07 UTC+8,,,,,,pass,
candidate,cand_00277,【知名交易员Loracle「 HYPE 空仓 TOP 1」】SNDK 空单 平仓止盈!,2026-05-18T20:28:40Z,2026-05-18T20:28:40Z,2026-05-19 04:28:40 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-18T20:28:40Z,2026-05-19 04:28:40 UTC+8,,,,,,pass,
candidate,cand_00278,加皇银行：标普500指数下行空间有限，回调幅度最多可达10%,2026-05-18T20:27:49Z,2026-05-18T20:27:49Z,2026-05-19 04:27:49 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:27:49Z,2026-05-19 04:27:49 UTC+8,,,,,,pass,
candidate,cand_00279,"Possible but far from certain. Clarity will also be competing for floor time with reconciliation, FISA, and the farm bil",2026-05-18T20:26:30Z,2026-05-18T20:26:30Z,2026-05-19 04:26:30 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:26:30Z,2026-05-19 04:26:30 UTC+8,,,,,,pass,
candidate,cand_00280,以色列外长：与欧洲人民党主席进行了交谈,2026-05-18T20:26:17Z,2026-05-18T20:26:17Z,2026-05-19 04:26:17 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:26:17Z,2026-05-19 04:26:17 UTC+8,,,,,,pass,
candidate,cand_00281,证监会李超：更大力度支持科技创新与北交所改革,2026-05-18T20:22:17Z,2026-05-18T20:22:17Z,2026-05-19 04:22:17 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:22:17Z,2026-05-19 04:22:17 UTC+8,,,,,,pass,
candidate,cand_00282,铝加工行业订单爆了 多家铝加工企业已经开启了新一轮的产能扩张,2026-05-18T20:20:24Z,2026-05-18T20:20:24Z,2026-05-19 04:20:24 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:20:24Z,2026-05-19 04:20:24 UTC+8,,,,,,pass,
candidate,cand_00283,伊朗边防指挥官：边防人员查获了100万升走私燃料,2026-05-18T20:20:11Z,2026-05-18T20:20:11Z,2026-05-19 04:20:11 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:20:11Z,2026-05-19 04:20:11 UTC+8,,,,,,pass,
candidate,cand_00284,国际能源署署长比罗尔：连续表态（共 2 条）,2026-05-18T20:18:26Z,2026-05-18T20:18:26Z,2026-05-19 04:18:26 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:18:26Z,2026-05-19 04:18:26 UTC+8,,,,,,pass,
candidate,cand_00285,据以色列第14频道：一枚炸弹无人机在与黎巴嫩的边界以色列一侧坠毁，未启动警报,2026-05-18T20:16:35Z,2026-05-18T20:16:35Z,2026-05-19 04:16:35 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:16:35Z,2026-05-19 04:16:35 UTC+8,,,,,,pass,
candidate,cand_00286,"⚡️Meet Atlas. He weighs 198 lbs, can haul a mini-fridge, and still hits a backflip like it’s showing off.

Boston Dynami",2026-05-18T20:15:00Z,2026-05-18T20:15:00Z,2026-05-19 04:15:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:15:00Z,2026-05-19 04:15:00 UTC+8,,,,,,pass,
candidate,cand_00287,据伊朗伊斯兰共和国通讯社：伊朗卫生部长与伊朗革命卫队负责人讨论美国和以色列施加的战争造成的损害,2026-05-18T20:12:59Z,2026-05-18T20:12:59Z,2026-05-19 04:12:59 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:12:59Z,2026-05-19 04:12:59 UTC+8,,,,,,pass,
candidate,cand_00288,"JUST IN: #Bitcoin falls below $77,000

HODL! ✊🔥 https://t.co/jVx3kk1itz",2026-05-18T20:12:36Z,2026-05-18T20:12:36Z,2026-05-19 04:12:36 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:12:36Z,2026-05-19 04:12:36 UTC+8,,,,,,pass,
candidate,cand_00289,🚨JUST IN: 🇺🇸$500 BILLION added to the US stock market in less than an hour after President Trump calls off attack on Ira,2026-05-18T20:11:47Z,2026-05-18T20:11:47Z,2026-05-19 04:11:47 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:11:47Z,2026-05-19 04:11:47 UTC+8,,,,,,pass,
candidate,cand_00290,据以色列第12频道：加利利高地地区传出爆炸声,2026-05-18T20:10:36Z,2026-05-18T20:10:36Z,2026-05-19 04:10:36 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:10:36Z,2026-05-19 04:10:36 UTC+8,,,,,,pass,
candidate,cand_00291,"In 2019 I sincerely questioned myself whether I wanted to continue trading crypto.

Almost all markets went down, crypto",2026-05-18T20:10:27Z,2026-05-18T20:10:27Z,2026-05-19 04:10:27 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:10:27Z,2026-05-19 04:10:27 UTC+8,,,,,,pass,
candidate,cand_00292,⚡️ JUST IN: Korean robotics startup WIRobotics raised ~$63 million in Series B funding and plans to launch its ALLEX hum,2026-05-18T20:10:00Z,2026-05-18T20:10:00Z,2026-05-19 04:10:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-18T20:10:00Z,2026-05-19 04:10:00 UTC+8,,,,,,pass,
candidate,cand_00293,市场消息：斯泰兰蒂斯与埃森哲将启动战略合作伙伴关系，携手英伟达共同推动人工智能驱动的工业生产,2026-05-18T20:07:31Z,2026-05-18T20:07:31Z,2026-05-19 04:07:31 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:07:31Z,2026-05-19 04:07:31 UTC+8,,,,,,pass,
candidate,cand_00294,摩根士丹利：预计英伟达(NVDA.O)将再次迎来一个“超预期并上调指引”的季度，预计营收比预期高出约30亿美元，业绩指引…,2026-05-18T20:05:38Z,2026-05-18T20:05:38Z,2026-05-19 04:05:38 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:05:38Z,2026-05-19 04:05:38 UTC+8,,,,,,pass,
candidate,cand_00295,市场消息：以色列谢莫纳镇和梅图拉拉响警报,2026-05-18T20:04:00Z,2026-05-18T20:04:00Z,2026-05-19 04:04:00 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:04:00Z,2026-05-19 04:04:00 UTC+8,,,,,,pass,
candidate,cand_00296,上海黄金交易所黄金T+D 5月18日（周一）晚盘盘初上涨0.24%报999.0元/克；上海黄金交易所白银T+D 5月18…,2026-05-18T20:01:16Z,2026-05-18T20:01:16Z,2026-05-19 04:01:16 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:01:16Z,2026-05-19 04:01:16 UTC+8,,,,,,pass,
candidate,cand_00297,Patrick Witt Teases ‘Breakthrough’ On US Bitcoin Reserve,2026-05-18T20:00:52Z,2026-05-18T20:00:52Z,2026-05-19 04:00:52 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-18T20:00:52Z,2026-05-19 04:00:52 UTC+8,,,,,,pass,
candidate,cand_00298,消息人士：美方同意在谈判期间暂时豁免对伊朗的石油制裁,2026-05-18T20:00:47Z,2026-05-18T20:00:47Z,2026-05-19 04:00:47 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-18T20:00:47Z,2026-05-19 04:00:47 UTC+8,,,,,,pass,
