candidate_id,raw_id,raw_published_at,published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time,backtest_time_utc,backtest_time_china,backtest_time_basis,time_timezone_assumption,time_parse_status,time_parse_flags,title,content,source,url,candidate_asset_symbol,candidate_binance_spot_symbol,candidate_binance_futures_symbol,candidate_event_type,candidate_direction_hint,candidate_importance,event_scope,asset_confidence,time_confidence,needs_review,review_decision,review_notes,quality_flags,auto_quality_score,suggested_reason,suggested_review_decision,review_priority,parsed_backtest_time_utc,event_age_hours,horizon_status,is_mature_72h,historical_replay_mode
cand_00347,2056452328039882780,2026-05-18T19:10:16Z,2026-05-19 03:10:16 UTC+8,2026-05-18T19:10:16Z,2026-05-19 03:10:16 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:10:16 UTC+8,2026-05-18T19:10:16Z,2026-05-19 03:10:16 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Cointelegraph：币安持有超过90亿美元比特币未平仓合约,币界网消息，据Cointelegraph报道，币安目前持有超过90亿美元的比特币未平仓合约，比其最近的竞争对手高出73%。,webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T19:10:16Z,226.9553,mature_72h,true,conservative
cand_00339,2056454065106698551,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T19:17:10Z,226.8403,mature_72h,true,conservative
cand_00329,2056457321799377121,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:30:07 UTC+8,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Messari报告：2026年Q1 Solana链上应用总收入达3.422亿美元,币界网消息，据Messari报告，2026年第一季度，Solana链上应用总收入（chain gdp）为3.422亿美元，其中Pumpfun收入达1.247亿美元，仍为收入最高的应用。同期，真实经济价值（rev）下降1%至8950万美元，在所有网络中仅次于Hyperliquid。同时，Solana DeFi TVL下降22%至61.6亿美元，主要受SOL价格下跌33%影响，而非用户流失所致。,webhook,,SOL,SOLUSDT,SOLUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T19:30:07Z,226.6244,mature_72h,true,conservative
cand_00303,news:1023:4e90951d1e9c8b40,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 04:00:00 UTC+8,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Kraken parent Payward grows Q1 revenue 3% as derivatives jump 51%,"Payward, Kraken’s parent, grew Q1 2026 adjusted revenue 3% to $507m as derivatives jumped 51%, even while Bitcoin, market cap and spot volumes all saw steep double‑digit drops.

Kraken parent Payward has posted Q1 2026 adjusted revenue of $507 million, a 3% increase from a year earlier, even as Bitcoin, total crypto market capitalization and industry spot volumes all suffered double-digit declines, according to CoinDesk. During the quarter, Bitcoin fell 22%, overall crypto market cap slid 23% and spot trading volume across the industry dropped 38%, underscoring how unusual it is for a major exchange group to grow topline in that environment.

The outperformance was driven in large part by derivatives, where Payward’s futures business saw daily average revenue trades jump 51% year-on-year. Management attributed that surge to the expansion of NinjaTrader and Breakout, as well as the broader build-out of Kraken’s derivatives franchise, which is increasingly offsetting cyclicality in spot trading.

Despite the revenue growth, adjusted EBITDA declined to $18 million in the quarter as the company leaned into spending. Payward said it is deliberately prioritizing mergers and acquisitions, product development and regulatory infrastructure over near-term profitability, characterizing the current bear-market stretch as the right time to invest.

The company’s strategic push appears to be translating into real market-share gains. Payward disclosed that Kraken ’s spot market share has climbed from about 3.5% in mid-2025 to 5.2% in March 2026, a meaningful jump in a market where incremental share is typically hard-won.

User metrics are also moving sharply higher: the number of funded accounts on Kraken grew 47% year-on-year to 6.1 million in Q1 2026, while total client assets on the platform rose to $40 billion. Co-CEO Arjun Sethi framed that performance as validation of the firm’s long-term strategy, saying, “While other companies choose to contract, we choose to continue investing.”

That stance stands in contrast to rivals that have cut headcount, scaled back product lines or pulled out of tougher regulatory jurisdictions over the past year. If the derivatives momentum and market-share gains continue, Payward’s decision to endure thinner EBITDA today in exchange for deeper global footprint and more diversified revenue streams could leave Kraken better positioned when the next upcycle in crypto volumes arrives.",news:cryptonews,https://crypto.news/kraken-parent-payward-grows-q1-revenue-3-as-derivatives-jump-51/,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T20:00:00Z,226.1264,mature_72h,true,conservative
cand_00304,news:1023:433959eb334ddec6,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 04:00:00 UTC+8,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Kraken revenue hits $507m in Q1 despite slump,"Kraken revenue rose 3% year-on-year to $507m in Q1 2026 as futures trading jumped 51%, Payward said Monday.

Payward, Kraken’s Wyoming-based parent company, said in a Monday press release that it generated $507 million in Q1 2026 adjusted revenue, up 3% from the same quarter a year earlier. Bitcoin fell 22% during the quarter and industry-wide spot trading volume dropped 38%, yet Payward’s diversified platform cushioned the decline.

A year earlier, Payward had reported $492 million in Q1 2025 adjusted revenue, making the 3% year-on-year gain notable given the steeper market downturn this cycle.

Co-CEO Arjun Sethi said in the release: “Where others pulled back, we leaned in.” Growth in futures and newer business lines offset weakness in core crypto markets, with Kraken’s spot market share rising to 5.2% in March from roughly 3.5% in mid-2025.

Rival platforms reported sharper declines in trading revenue over the same period. Payward attributed its resilience to its stronger institutional business and growing derivatives offering, built partly through its $550 million acquisition of CFTC-licensed platform Bitnomial, which crypto.news covered when the deal completed on May 4.

Total platform transaction volume reached $357 billion in Q1, while funded accounts rose 47% year-on-year to 6.1 million and assets on platform reached $40 billion.

Adjusted EBITDA fell to $18 million as Payward continued investing in acquisitions including tokenization platform Backed, token management firm Magna, Bitnomial, and payments company Reap.

Crypto.news reported that non-trading revenue sources including custody, payments, and financing accounted for 53% of Payward’s 2025 total, a structural shift that reduces dependence on volatile trading volumes.

Payward filed its draft S-1 with the SEC confidentially in November 2025 but paused the process in March, citing market conditions. Sources indicate a public listing may slip to 2027. The exchange also cut approximately 150 employees in May, attributing the reductions to AI-driven operational efficiencies, representing roughly 5% of its total workforce.

Payward’s M&A push positions it as the most comprehensively regulated crypto derivatives platform in the US. Crypto.news documented how the Bitnomial deal and Deutsche Börse’s $200 million stake established Payward as a regulated hub for digital asset futures and options inside the US, with its IPO filing remaining active.",news:cryptonews,https://crypto.news/kraken-revenue-hits-507m-in-q1-despite-slump/,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T20:00:00Z,226.1264,mature_72h,true,conservative
cand_00277,news:3001:a7503ed9fe87c295,2026-05-18T20:28:40Z,2026-05-19 04:28:40 UTC+8,2026-05-18T20:28:40Z,2026-05-19 04:28:40 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,2026-05-19 04:28:40 UTC+8,2026-05-18T20:28:40Z,2026-05-19 04:28:40 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,【知名交易员Loracle「 HYPE 空仓 TOP 1」】SNDK 空单 平仓止盈!,"🏛️ 链上华尔街速报 | 巨鲸平仓提醒 💸
📅 时间: 2026/5/19 04:28:39
🐳 【知名交易员Loracle「 HYPE 空仓 TOP 1」】SNDK 空单 平仓止盈!
💵 SNDK空单已完全平仓
 ✦ 平仓前持仓规模: 3,368,542.54美元
📌 地址: 0x8def9f50456c6c4e37fa5d3d57f108ed23992dae
🔥 注: Loracle （X：loraclexyz）原名 Laurent Zeimes。其在 Hyperliquid 生态里活跃，被视为早期贡献者之一，系Hypurrfun创始人，月盈1600万美元。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,https://t.me/HyperInsight/88740,HYPE,,HYPEUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T20:28:40Z,225.6486,mature_72h,true,conservative
cand_00253,news:1023:a107c66a5b937a7d,2026-05-18T21:00:00Z,2026-05-19 05:00:00 UTC+8,2026-05-18T21:00:00Z,2026-05-19 05:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 05:00:00 UTC+8,2026-05-18T21:00:00Z,2026-05-19 05:00:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,HIVE soars over 35% on plans for $2.55b Toronto AI 'super factory',"HIVE Digital is pivoting from Bitcoin mining to a CAD 3.5b, 320 MW Toronto AI “super factory” hosting 100,000+ GPUs, sending its stock up over 35% on the news.

HIVE Digital Technologies, long known as a Bitcoin ( BTC ) mining company, has unveiled plans for a 320 MW AI infrastructure park in the Greater Toronto Area, a move that sent its shares up more than 35% at the open after the news broke on Monday, according to The Block. The company described the project as an AI “super factory” and said it aims to create one of Canada’s largest sovereign AI campuses at a time when demand for data center power and GPUs is exploding.

HIVE said the buildout will be led by its high‑performance computing subsidiary BUZZ, with total capital expenditure expected to reach roughly CAD 3.5 billion, or about $2.55 billion at current exchange rates. Once fully completed, the site is expected to support more than 100,000 GPUs across multiple large‑scale data halls dedicated to training and running AI models, putting the project in the same power class as some US hyperscale campuses.

The company is targeting the second half of 2027 for initial operations at the Toronto‑area AI park, suggesting a multi‑year construction and power‑procurement timeline that aligns with typical hyperscale data center projects. Management framed the site as “sovereign” AI infrastructure, signaling that HIVE wants to position the campus as a Canadian‑controlled alternative to US cloud and chip majors for governments, enterprises, and local AI startups.

HIVE did not disclose detailed financing plans in the initial announcement but indicated the CAD 3.5 billion budget includes land, power infrastructure, cooling, data center construction, and GPU hardware. Given the scale, the company is likely to lean on a mix of equity, debt, and potential partnerships with hardware vendors or cloud customers to lock in anchor tenants ahead of the 2027 launch.

The Toronto project marks the most aggressive step yet in HIVE’s ongoing shift away from pure Bitcoin mining toward AI and high‑performance computing infrastructure. In recent years, the firm has expanded GPU clusters and AI‑oriented data center operations in Paraguay and Sweden, effectively using its expertise in energy‑intensive mining to bootstrap a different kind of compute business.

That strategic pivot has taken place against a backdrop of rising competition and margin compression in Bitcoin mining, while GPU‑rich AI infrastructure has become one of the hottest capital‑markets stories of the cycle. By tying its future to a 320 MW “super factory” capable of hosting over 100,000 GPUs on Canadian soil, HIVE is betting that investors will reward it more as an AI data center operator than as a cyclical crypto miner — a bet Monday’s 35%+ share price pop suggests the market is, at least initially, willing to entertain.",news:cryptonews,https://crypto.news/hive-soars-over-35-on-plans-for-2-55b-toronto-ai-super-factory/,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T21:00:00Z,225.1264,mature_72h,true,conservative
cand_00251,2056480194676842790,2026-05-18T21:01:00Z,2026-05-19 05:01:00 UTC+8,2026-05-18T21:01:00Z,2026-05-19 05:01:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 05:01:00 UTC+8,2026-05-18T21:01:00Z,2026-05-19 05:01:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"The two largest corporate holders of Bitcoin:

Strategy - 843,738 BTC
BlackRock - 817,138 BTC

Who will win the race to","The two largest corporate holders of Bitcoin:

Strategy - 843,738 BTC
BlackRock - 817,138 BTC

Who will win the race to 1,000,000 BTC? https://t.co/IaZrcpFeYI",webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T21:01:00Z,225.1097,mature_72h,true,conservative
cand_00239,news:3001:c1a435dd4474c1cf,2026-05-18T21:12:40Z,2026-05-19 05:12:40 UTC+8,2026-05-18T21:12:40Z,2026-05-19 05:12:40 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,2026-05-19 05:12:40 UTC+8,2026-05-18T21:12:40Z,2026-05-19 05:12:40 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!,"🚀 Hyperliquid 持仓异动 | 主力巨鲸大单提醒 🚀
📅 时间: 2026/5/19 05:12:39
🐳 【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!
💰 HYPE空单增持 16,935.31 枚, 约合2,852,244.46美元
▫️ 持仓规模: 63,516,416.17美元
▫️ 均价: 42.08美元 → 42.15美元
▫️ 当前盈亏: -6,914,710.04美元 (-54.43%)
▫️ 当前币价: 47.30美元
▫️ 清算价: 71.42美元
📌 地址: 0x8def9f50456c6c4e37fa5d3d57f108ed23992dae
🔥 注: Loracle （X：loraclexyz）原名 Laurent Zeimes。其在 Hyperliquid 生态里活跃，被视为早期贡献者之一，系Hypurrfun创始人，月盈1600万美元。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,https://t.me/HyperInsight/88742,HYPE,,HYPEUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T21:12:40Z,224.9153,mature_72h,true,conservative
cand_00238,news:3001:1e4a30e212044414,2026-05-18T21:12:43Z,2026-05-19 05:12:43 UTC+8,2026-05-18T21:12:43Z,2026-05-19 05:12:43 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,2026-05-19 05:12:43 UTC+8,2026-05-18T21:12:43Z,2026-05-19 05:12:43 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,【疑似HYPE上币内幕「 HYPE 多仓 TOP 1」】HYPE 多单 浮盈扩大！,"⚡️ Hyperliquid 鲸鱼盈亏速报 | 市场波动监控 📈
📅 时间: 2026/5/19 05:12:42
🐳【疑似HYPE上币内幕「 HYPE 多仓 TOP 1」】HYPE 多单 浮盈扩大！
▫️ 盈亏: +8,722,469.48美元 (+70.23%) → +11,833,085.64美元 (+90.73%)
▫️ 均价: 38.68美元
▫️ 当前币价: 47.25美元
▫️ 清算价: 37.96美元
▫️ 持仓规模: 65,207,015.69美元
📌 地址: 0x082e843a431aef031264dc232693dd710aedca88
🔥 注: 该地址在Robinhood上线HYPE前大举做多，被社区怀疑有内幕消息。现为HYPE最大多头，曾遭大额浮亏。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,https://t.me/HyperInsight/88743,HYPE,,HYPEUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T21:12:43Z,224.9144,mature_72h,true,conservative
cand_00233,news:1023:cbd76c1bd7666b4d,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 05:15:00 UTC+8,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,SpaceX Bitcoin treasury tops $637m pre-IPO,"SpaceX Bitcoin holdings stand at $637m, on-chain data shows, making it the fourth largest known corporate holder.

SpaceX holds 8,285 BTC worth approximately $637 million in Coinbase Prime custody, according to on-chain data from Arkham Intelligence as analyzed by Finbold on May 18.

The position has been unchanged since June 2022, when the company trimmed its holdings from a peak of roughly 28,000 coins over a three-week period, a reduction of approximately 70% from its peak.

The $637 million valuation places SpaceX as the fourth-largest known private corporate Bitcoin holder, trailing Block.one, Tether Holdings Limited, and Stone Ridge Holdings Group. Arkham data shows the company sitting on an unrealized profit of more than $360 million on the position at current prices.

SpaceX is targeting a June 12 Nasdaq debut under the ticker SPCX, with its public S-1 expected as early as May 20 and the roadshow kicking off the week of June 8. The company filed its confidential draft registration with the SEC on April 1, targeting a raise of approximately $75 billion at a $1.75 trillion valuation.

Once listed, the Bitcoin position will appear in quarterly filings under the FASB fair-value accounting rules that took effect in late 2025, making it visible to all investors for the first time. The crypto.news Bitcoin price page tracks the asset anchoring that treasury position in real time.

Whether SpaceX characterises Bitcoin as a strategic reserve or a tradeable position in its S-1 language will signal how seriously the company views crypto as part of its long-term financial strategy. For a company preparing the largest IPO in history, the framing of a $637 million crypto holding carries material investor interest.

SpaceX generated $18.5 billion in revenue in 2025 but reported a loss of nearly $5 billion after absorbing costs from its February 2026 acquisition of Elon Musk’s AI venture xAI. The company made no moves to liquidate its Bitcoin position despite the balance-sheet pressure.

As crypto.news reported on American Bitcoin’s Q1 2026 results, publicly traded mining companies are similarly holding or expanding Bitcoin treasury positions even as they pivot infrastructure toward AI.

Corporate Bitcoin accumulation has accelerated broadly in 2026. When SpaceX lists publicly, it will bring a potential $1.75 trillion valuation into the corporate Bitcoin holder cohort, adding institutional weight to the asset class that crypto.news has tracked across its ongoing coverage of institutional Bitcoin positioning.",news:cryptonews,https://crypto.news/spacex-bitcoin-treasury-tops-637m-pre-ipo/,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T21:15:00Z,224.8764,mature_72h,true,conservative
cand_00230,news:3001:27d302c6be99587c,2026-05-18T21:18:40Z,2026-05-19 05:18:40 UTC+8,2026-05-18T21:18:40Z,2026-05-19 05:18:40 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,2026-05-19 05:18:40 UTC+8,2026-05-18T21:18:40Z,2026-05-19 05:18:40 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!,"🚀 Hyperliquid 持仓异动 | 主力巨鲸大单提醒 🚀
📅 时间: 2026/5/19 05:18:39
🐳 【知名交易员Loracle「 HYPE 空仓 TOP 1」】HYPE 空单 摊平 啦!
💰 HYPE空单增持 50,377.78 枚, 约合2,704,658.89美元
▫️ 持仓规模: 66,221,075.06美元
▫️ 均价: 42.15美元 → 42.35美元
▫️ 当前盈亏: -7,219,365.70美元 (-54.51%)
▫️ 当前币价: 47.53美元
▫️ 清算价: 70.41美元
📌 地址: 0x8def9f50456c6c4e37fa5d3d57f108ed23992dae
🔥 注: Loracle （X：loraclexyz）原名 Laurent Zeimes。其在 Hyperliquid 生态里活跃，被视为早期贡献者之一，系Hypurrfun创始人，月盈1600万美元。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,https://t.me/HyperInsight/88745,HYPE,,HYPEUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T21:18:40Z,224.8153,mature_72h,true,conservative
cand_00229,news:3001:8c1877f0e6c67286,2026-05-18T21:18:42Z,2026-05-19 05:18:42 UTC+8,2026-05-18T21:18:42Z,2026-05-19 05:18:42 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,2026-05-19 05:18:42 UTC+8,2026-05-18T21:18:42Z,2026-05-19 05:18:42 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,【Abraxas Capital主地址】HYPE 空单 割肉 啦!,"🚀 Hyperliquid 持仓异动 | 主力巨鲸大单提醒 🚀
📅 时间: 2026/5/19 05:18:42
🐳 【Abraxas Capital主地址】HYPE 空单 割肉 啦!
💰 HYPE空单减持 431.20 枚, 约合2,013,611.44美元
▫️ 持仓规模: 4,872,159.36美元
▫️ 均价: 41.43美元
▫️ 当前盈亏: -618,242.45美元 (-63.45%)
▫️ 当前币价: 47.45美元
▫️ 清算价: 157.72美元
📌 地址: 0x5b5d51203a0f9079f8aeb098a6523a13F298C060
🔥 注: Abraxas Capital大额空单于5月起建仓，此前为Hyperliquid最大合约资金规模的巨鲸。11月起，该地址持续止盈，持仓规模此前达9.2亿美元。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,https://t.me/HyperInsight/88746,HYPE,,HYPEUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T21:18:42Z,224.8147,mature_72h,true,conservative
cand_00199,news:1023:653c475e1563d179,2026-05-18T22:00:00Z,2026-05-19 06:00:00 UTC+8,2026-05-18T22:00:00Z,2026-05-19 06:00:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 06:00:00 UTC+8,2026-05-18T22:00:00Z,2026-05-19 06:00:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Bitwise HYPE ETF pledges 10% fees to buybacks,"Bitwise will devote 10% of its HYPE ETF management fee to buying HYPE on its balance sheet.

Bitwise Asset Management announced that it will devote 10% of the management fee from its Bitwise Hyperliquid ETF (NYSE: BHYP) to holding HYPE on its balance sheet. The firm said the move mirrors Hyperliquid’s own tokenomics, which routes roughly 99% of protocol revenue through its Assistance Fund to repurchase HYPE.

“Hyperliquid’s token is explicitly designed so that rising trading activity on the Hyperliquid platform directly benefits token holders,” said Matt Hougan, Chief Investment Officer of Bitwise. “This has translated into historically strong returns. We think it’s one of the most exciting assets in crypto.”

BHYP launched on NYSE on May 15 with a 0.34% sponsor fee, waived for the first month on the fund’s first $500 million in assets. It is the only US-listed Hyperliquid product to stake HYPE through the issuer’s own infrastructure rather than a third party. As crypto.news reported , HYPE rebounded toward $46 following the launch and has recovered roughly 65% since the start of 2026.

The 10% fee commitment adds a second capital channel into HYPE beyond staking. Bitwise stakes the fund’s holdings through Bitwise Onchain Solutions, with rewards flowing back into the fund after a 15% fee. Adding balance sheet purchases from management fees means institutional capital flows into HYPE through two parallel mechanisms.

Competing with BHYP is 21Shares’ THYP product, which launched on Nasdaq earlier in the week and drew approximately $1.2 million in inflows on its first day. Together, the two HYPE ETFs have accumulated more than $5.6 million in total net inflows.

Hyperliquid saw $2.9 trillion in trading volume in 2025, up more than 400% year on year, and currently commands roughly 60% of all on-chain derivatives open interest globally. HYPE’s market cap stands above $11 billion, making it the tenth-largest crypto asset by market capitalisation.

As crypto.news documented in its April filing update, Bloomberg ETF analyst Eric Balchunas flagged the addition of the BHYP ticker and fee details as signs the fund was approaching launch.

The fee-to-buyback pledge aligns Bitwise’s incentives directly with Hyperliquid’s community-first model. Every dollar of management fee generates a fraction of HYPE that sits permanently on Bitwise’s balance sheet, creating a demand mechanism that scales with fund AUM alongside ETF inflow growth.",news:cryptonews,https://crypto.news/bitwise-hype-etf-pledges-10percent-fees-to-buybacks/,HYPE,,HYPEUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T22:00:00Z,224.1264,mature_72h,true,conservative
cand_00178,2056499804675735762,2026-05-18T22:18:56Z,2026-05-19 06:18:56 UTC+8,2026-05-18T22:18:56Z,2026-05-19 06:18:56 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:18:56 UTC+8,2026-05-18T22:18:56Z,2026-05-19 06:18:56 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,美国司法部：俄亥俄州居民因加密庞氏骗局被判9年监禁,币界网消息，美国司法部表示，俄亥俄州居民Rathnakishore Giri因运营加密货币投资庞氏骗局被判处9年监禁及3年监督释放。根据法庭文件，Giri以擅长比特币衍生品交易为名，向投资者承诺“保本高收益”，累计骗取超过1000万美元资金，并使用新投资者资金向早期投资者兑付。Giri已于2024年10月承认一项电信欺诈罪名，但在等待量刑期间仍继续向加密投资者募资，并造成新增受害者损失。,webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,include,,market_wide_event,115,"has_asset,has_binance_symbol,time_ok,typed_event,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-18T22:18:56Z,223.8108,mature_72h,true,conservative
