event_id,event_time,event_time_utc,event_time_china,title,content,source,asset_symbol,binance_spot_symbol,binance_futures_symbol,event_type,direction_hint,importance
cand_00251,2026-05-19 05:01:00 UTC+8,2026-05-18T21:01:00Z,2026-05-19 05:01:00 UTC+8,"The two largest corporate holders of Bitcoin:

Strategy - 843,738 BTC
BlackRock - 817,138 BTC

Who will win the race to","The two largest corporate holders of Bitcoin:

Strategy - 843,738 BTC
BlackRock - 817,138 BTC

Who will win the race to 1,000,000 BTC? https://t.co/IaZrcpFeYI",webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00233,2026-05-19 05:15:00 UTC+8,2026-05-18T21:15:00Z,2026-05-19 05:15:00 UTC+8,SpaceX Bitcoin treasury tops $637m pre-IPO,"SpaceX Bitcoin holdings stand at $637m, on-chain data shows, making it the fourth largest known corporate holder.

SpaceX holds 8,285 BTC worth approximately $637 million in Coinbase Prime custody, according to on-chain data from Arkham Intelligence as analyzed by Finbold on May 18.

The position has been unchanged since June 2022, when the company trimmed its holdings from a peak of roughly 28,000 coins over a three-week period, a reduction of approximately 70% from its peak.

The $637 million valuation places SpaceX as the fourth-largest known private corporate Bitcoin holder, trailing Block.one, Tether Holdings Limited, and Stone Ridge Holdings Group. Arkham data shows the company sitting on an unrealized profit of more than $360 million on the position at current prices.

SpaceX is targeting a June 12 Nasdaq debut under the ticker SPCX, with its public S-1 expected as early as May 20 and the roadshow kicking off the week of June 8. The company filed its confidential draft registration with the SEC on April 1, targeting a raise of approximately $75 billion at a $1.75 trillion valuation.

Once listed, the Bitcoin position will appear in quarterly filings under the FASB fair-value accounting rules that took effect in late 2025, making it visible to all investors for the first time. The crypto.news Bitcoin price page tracks the asset anchoring that treasury position in real time.

Whether SpaceX characterises Bitcoin as a strategic reserve or a tradeable position in its S-1 language will signal how seriously the company views crypto as part of its long-term financial strategy. For a company preparing the largest IPO in history, the framing of a $637 million crypto holding carries material investor interest.

SpaceX generated $18.5 billion in revenue in 2025 but reported a loss of nearly $5 billion after absorbing costs from its February 2026 acquisition of Elon Musk’s AI venture xAI. The company made no moves to liquidate its Bitcoin position despite the balance-sheet pressure.

As crypto.news reported on American Bitcoin’s Q1 2026 results, publicly traded mining companies are similarly holding or expanding Bitcoin treasury positions even as they pivot infrastructure toward AI.

Corporate Bitcoin accumulation has accelerated broadly in 2026. When SpaceX lists publicly, it will bring a potential $1.75 trillion valuation into the corporate Bitcoin holder cohort, adding institutional weight to the asset class that crypto.news has tracked across its ongoing coverage of institutional Bitcoin positioning.",news:cryptonews,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00167,2026-05-19 06:27:22 UTC+8,2026-05-18T22:27:22Z,2026-05-19 06:27:22 UTC+8,How Did Anthropic’s Claude AI Help Recover 5 BTC Locked Crypto Wallet for 11 Years?,"Claude AI has helped Bitcoin holder recover 5 BTC from an 11-year locked wallet by finding an old encrypted backup file and guiding decryption.

A Bitcoin holder using the name cprkrn on X said he recovered 5 BTC from a wallet that had been inaccessible for more than 11 years after using Anthropic’s Claude AI to review old computer files and assist with the recovery process.

The recovered Bitcoin was worth close to $400,000 at a Bitcoin price near $79,622. The user said the funds had been locked after he changed a Blockchain.com wallet password years ago and later lost access to the correct credentials.

According to posts shared by cprkrn, the recovery began after he uploaded old college computer files, notes, and wallet-related data to Claude as a final attempt. The AI system reportedly identified an old encrypted wallet backup file among the stored material.

The user said Claude then helped review the recovery workflow using btcrecover, an open-source tool widely used for crypto wallet password recovery. Screenshots posted to X showed Claude analyzing the decryption process and identifying how the tool handled password logic.

The recovery depended on an old mnemonic and password information that the user said he had found in a college notebook. Claude reportedly helped match that information with the old wallet backup, allowing the user to decrypt the file and access the private keys.

The wallet owner said he had tried commercial recovery services before using Claude, paying about $250 per failed attempt. He also said he had tested trillions of password combinations through brute-force methods without success.

In a later post, cprkrn said the recovery effort included searches across two Macs, two external drives, Apple Notes, emails, Twitter direct messages, notebooks, and other old files. He said about 3.5 trillion password attempts were tested through tools such as btcrecover and Hashcat.

The successful method did not involve breaking a seed phrase. Instead, the user said an older wallet backup could be decrypted with a previously known password. Since Bitcoin private keys remain the same even when wallet encryption changes, decrypting the backup allowed access to the same funds.

A post from another crypto user noted that Claude did not “crack” Bitcoin security. The AI assisted in finding and using a local encrypted file that the owner already controlled.

The recovery story drew wide attention on X, gaining millions of views and responses from crypto market figures, wallet companies, and investors. Some users described the case as an example of how AI tools can assist with technical research, file review, and software troubleshooting.

However, the case has also raised security concerns since uploading wallet backups, private keys, seed phrases, or related files to any AI system can expose sensitive financial data. Consequently, crypto users should not share private credentials with online tools unless they fully understand the risks.

The recovery also drew attention because of cprkrn’s reaction online. In one post, he joked that he planned to name his child after Anthropic CEO Dario Amodei after recovering the Bitcoin, which was worth nearly $400,000 at the time.

The incident adds to wider interest in dormant Bitcoin wallets. Many older wallets remain inactive because owners have lost passwords, misplaced seed phrases, or discarded devices. Some recovery cases depend on whether users kept old hard drives, wallet files, notebooks, or cloud backups.

Don’t miss out and join our newsletter to get the latest, well-curated news from the crypto world!

https://coinpaper.com/17119/how-did-anthropic-s-claude-ai-help-recover-5-btc-locked-crypto-wallet-for-11-years",news:coinpaper,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00134,2026-05-19 07:20:00 UTC+8,2026-05-18T23:20:00Z,2026-05-19 07:20:00 UTC+8,Revolut launches first physical crypto card,"Revolut launched its first physical crypto card on May 18, a Dogecoin-themed LED card for the UK and EEA.

Revolut announced on May 18 that it is launching its first physical crypto card, a Dogecoin-themed debit card with an LED display that illuminates at the point of payment. The card works anywhere Visa and Mastercard are accepted, with an initial rollout in the UK and EEA.

Our first physical crypto card: – Dogeeeeeeeee – Zero exchange fees – LED lights up when you tap to pay – Spend everywhere Visa and Mastercard are accepted Available in the UK and EEA (except Hungary, Switzerland and Portugal). Initial supplies may be limited. Crypto card…

The firm said there are no additional exchange fees on crypto payments, though transactions are subject to real-time exchange rates at the point of purchase and may create tax obligations depending on local rules. Revolut converts users’ crypto to fiat automatically at checkout, meaning merchants receive standard settlement currency without touching digital assets directly.

The physical card links to users’ crypto balances and handles the conversion in the background. That removes the primary friction point that has kept crypto spending separate from everyday consumer finance: the need to manually convert before each purchase. Spending limits include a £100,000 cap per transaction and a maximum of 100 exchanges within any 24-hour period.

As crypto.news reported just days earlier, Revolut also secured FCA permissions for leveraged investment products, discretionary portfolio management, and advisory services.

The crypto card launch sits within a broader regulatory and product expansion that also includes its full UK banking licence received in March 2026 and a US banking charter application filed the same month. Revolut serves over 70 million users globally.

Revolut’s distribution scale is the headline fact here. As crypto.news documented in its crypto cards guide, consumer appetite for crypto-linked debit products has grown steadily in 2026 alongside regulatory clarity. Adding a physical card to a 70-million-user platform creates a potential mass adoption vehicle that most crypto-native card products have lacked.

The company’s earlier US banking licence application signals the card will eventually expand beyond the UK and EEA, potentially bringing crypto spending to one of the world’s largest consumer markets.

Tax treatment remains the main practical barrier: crypto payments are taxable sale events in most jurisdictions, meaning frequent spenders need clear record-keeping infrastructure to manage cost basis and gains.",news:cryptonews,DOGE,DOGEUSDT,DOGEUSDT,macro,observe,4
cand_00118,2026-05-19 07:48:43 UTC+8,2026-05-18T23:48:43Z,2026-05-19 07:48:43 UTC+8,【麻吉黄立成】ETH 多单 滚仓 啦!,"🚀 Hyperliquid 持仓异动 | 主力巨鲸大单提醒 🚀
📅 时间: 2026/5/19 07:48:42
🐳 【麻吉黄立成】ETH 多单 滚仓 啦!
💰 ETH多单增持 650.00 枚, 约合1,452,880.00美元
▫️ 持仓规模: 8,307,780.00美元
▫️ 均价: 2,121.61美元 → 2,120.07美元
▫️ 当前盈亏: +39,492.61美元 (+11.88%)
▫️ 当前币价: 2,130.20美元
▫️ 清算价: 2,075.83美元
📌 地址: 0x020cA66C30beC2c4Fe3861a94E4DB4A498A35872
🔥 注: 该交易员曾因蓝筹NFT获利，今年活跃后自10月起连遭巨额回撤，资金从过亿缩水至数十万美元。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,ETH,ETHUSDT,ETHUSDT,macro,observe,4
cand_00112,2026-05-19 08:00:00 UTC+8,2026-05-19T00:00:00Z,2026-05-19 08:00:00 UTC+8,Galaxy Digital wins New York BitLicense,"Galaxy Digital secured a BitLicense from New York on May 18 to offer regulated crypto services to institutions.

Galaxy Digital announced on May 18 that the New York State Department of Financial Services granted its subsidiary GalaxyOne Prime NY both a BitLicense and a Money Transmission License.

The approvals authorise Galaxy to offer regulated digital asset trading and custody services to institutions across New York State, including registered investment advisers, hedge funds, and family offices on a platform managing approximately $9 billion in client assets.

“New York is home to the deepest pool of institutional capital in the country, and digital assets are no longer sitting at the edge of those allocations,” said Mike Novogratz, Galaxy’s founder and CEO, in a statement.

Galaxy becomes only the second firm to receive a BitLicense in 2026, following bitcoin payments firm Strike, which secured NYDFS approval in March.

The framework, introduced in 2015, is one of the strictest crypto licensing regimes in the US, requiring capital minimums, ongoing compliance reviews, and cybersecurity oversight. Only around 40 companies have been approved since launch. New York now joins Galaxy’s regulatory network of more than 50 global licences.

As crypto.news reported , Galaxy research head Alex Thorn has been closely tracking institutional Bitcoin allocations throughout 2026. The New York BitLicense gives Galaxy’s trading and custody platform direct access to the institutions driving those flows, in a state that holds the largest concentration of hedge funds and investment advisers in the US.

BitLicense holders include Coinbase, Robinhood, Circle, and PayPal, making Galaxy’s approval a signal that NYDFS continues selectively admitting crypto firms. As crypto.news documented in its 2025 coverage of Galaxy’s Q2 results, the firm has been building out its data center and AI infrastructure alongside its digital asset platform.

The New York licence now opens one of the world’s largest institutional pools to a firm that generated record results in Global Markets last year and has expanded its data center operations significantly since.

Galaxy’s shares fell 2.36% to $28.91 in pre-market trading on Monday despite the approval, reflecting broader market weakness on the day.",news:cryptonews,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00091,2026-05-19 08:21:45 UTC+8,2026-05-19T00:21:45Z,2026-05-19 08:21:45 UTC+8,比特币矿工哈希价格降至35.29美元，收入下降9.44%,币界网消息，hashrate index数据显示，比特币矿工哈希价格从5月14日的38.97美元/ ph/s /日降至约35.29美元/ ph/s /日，矿工收入下降9.44%。同时，链上手续费过去24小时仅占区块奖励的0.59%，矿工收入仍主要取决于BTC价格、挖矿难度和哈希价格变化。,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00041,2026-05-19 09:26:17 UTC+8,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,"近三天囤积的 ETH 数量增长至 6627.79 枚，价值 1427.6 万美元😆

「曾在 2016 年以均价 $3.45 建仓 11004 枚 $ETH 并获利 3038 万美金的聪明钱」10 小时前再次于链上买入 1344.18 枚","近三天囤积的 ETH 数量增长至 6627.79 枚，价值 1427.6 万美元😆

「曾在 2016 年以均价 $3.45 建仓 11004 枚 $ETH 并获利 3038 万美金的聪明钱」10 小时前再次于链上买入 1344.18 枚 ETH（283 万美元）；目前新建仓部分的平均成本为 $2153.95，现浮亏 16.5 万美元，链上的 USDC 已全部用于建仓

钱包地址 https://t.co/roe94Md9NY

#Bitget 来了就是VIP！Crypto、美股、CFD，全球先机一站布局",webhook,ETH,ETHUSDT,ETHUSDT,macro,observe,4
cand_00026,2026-05-19 09:55:05 UTC+8,2026-05-19T01:55:05Z,2026-05-19 09:55:05 UTC+8,据 Reuters 调查报道，数据分析显示，自 2023 年以来，受制裁影响的伊朗最大加密交易所 Nobitex 已通过 Tron 和 BNB Chain 网络处理了至少 23 亿美元。报道指出，这两个区块链的创始人孙宇晨与赵长鹏均为特朗普,"据 Reuters 调查报道，数据分析显示，自 2023 年以来，受制裁影响的伊朗最大加密交易所 Nobitex 已通过 Tron 和 BNB Chain 网络处理了至少 23 亿美元。报道指出，这两个区块链的创始人孙宇晨与赵长鹏均为特朗普家族加密项目 World Liberty Financial（WLF）的核心支持者，这一资金流向揭示了受制裁实体与特朗普商业盟友旗下去中心化网络之间的间接交集。针对此事，白宫及 WLF 均否认存在任何利益冲突或联系。币安与 Tron 的发言人也回应称，BNB Chain 与 Tron 均为独立的无许可公共区块链，他们作为技术提供商无法监控或控制网络上的个人交易。
https://t.co/YmpbUMHKy1",webhook,BNB,BNBUSDT,BNBUSDT,macro,observe,4
cand_00025,2026-05-19 09:57:11 UTC+8,2026-05-19T01:57:11Z,2026-05-19 09:57:11 UTC+8,"燕子回来了！💪

「先定 10 个大目标」老哥晒图展示其 $BTC 空单已浮盈 1222.5 万美元，但具体仓位和开仓点位并未露出

05.06 时他止损 BTC 空单最大亏损约 286.7 万美元，这下一把子都回来了","燕子回来了！💪

「先定 10 个大目标」老哥晒图展示其 $BTC 空单已浮盈 1222.5 万美元，但具体仓位和开仓点位并未露出

05.06 时他止损 BTC 空单最大亏损约 286.7 万美元，这下一把子都回来了",webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00024,2026-05-19 09:58:27 UTC+8,2026-05-19T01:58:27Z,2026-05-19 09:58:27 UTC+8,黑石比特币ETF单日净流出5847枚BTC，创2026年第二大流出,币界网消息，黑石比特币ETF（$IBIT）在5月18日的净流出为5847枚比特币，按当前价格计算约合4.48亿美元，交易量达到24亿美元。这是2026年第二大流出。,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00023,2026-05-19 09:59:51 UTC+8,2026-05-19T01:59:51Z,2026-05-19 09:59:51 UTC+8,比特币ETF总净流出达6.49亿美元，创2026年第三大流出,币界网消息，5月18日比特币ETF总净流出为6.4861亿美元，成为2026年第三大流出。其中，黑石的$IBIT流出4.4833亿美元，富达的$FBTC流出6342万美元，Bitwise的$BITB流出916万美元，ARK的$ARKB流出1.0964亿美元，Invesco的$BTCO流出382万美元，Franklin的$EZBC流出665万美元，Vaneck的$HODL流出759万美元，WisdomTree和Grayscale的多个产品均未出现流出。,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00017,2026-05-19 10:12:19 UTC+8,2026-05-19T02:12:19Z,2026-05-19 10:12:19 UTC+8,"黑石以太坊ETF 5月18日净流出26,269 ETH，交易量达5亿美元","币界网消息，黑石以太坊ETF（$ETHA）在5月18日的净流出为26,269 ETH，按当前价格计算约合5540万美元，交易量为5亿美元。同时，黑石质押以太坊ETF（$ETHB）净流出3 ETH，持有量为286,065 ETH，其中质押ETH为226,835枚，未质押ETH为59,230枚。",webhook,ETH,ETHUSDT,ETHUSDT,macro,observe,4
cand_00499,2026-05-19 00:38:41 UTC+8,2026-05-18T16:38:41Z,2026-05-19 00:38:41 UTC+8,【交易员yixie「存储股主力」】AMD 多单 止盈 啦!,"🏛️ 链上华尔街速报 | 巨鲸传统资产持仓异动 💸
📅 时间: 2026/5/19 00:38:40
🐘 【交易员yixie「存储股主力」】AMD 多单 止盈 啦!
💵 标的: AMD多单减持 1,179.24 枚, 约合480,844.90美元
 ✦ 持仓规模: 4,073,343.99美元
 ✦ 均价: 354.31美元
 ✦ 当前盈亏: +595,208.76美元 (+25.77%)
 ✦ 当前价格: 414.94美元
 ✦ 清算价: 189.16美元
📌 地址: 0xa65ce1D604fa901c13AA29f2126a57d9032e412B
🔥 注: yixie（X：yixie10）活跃于Hyperliquid平台，自四月起建仓MU及SNDK多单，在五月上涨中成为链上半导体板块最大受益者，月盈700万美元，AMD最大多头。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00492,2026-05-19 00:44:41 UTC+8,2026-05-18T16:44:41Z,2026-05-19 00:44:41 UTC+8,【交易员yixie「存储股主力」】AMD 多单 止盈 啦!,"🏛️ 链上华尔街速报 | 巨鲸传统资产持仓异动 💸
📅 时间: 2026/5/19 00:44:40
🐘 【交易员yixie「存储股主力」】AMD 多单 止盈 啦!
💵 标的: AMD多单减持 1,194.59 枚, 约合498,097.78美元
 ✦ 持仓规模: 3,575,246.21美元
 ✦ 均价: 354.31美元
 ✦ 当前盈亏: +520,363.85美元 (+25.69%)
 ✦ 当前价格: 414.66美元
 ✦ 清算价: 189.16美元
📌 地址: 0xa65ce1D604fa901c13AA29f2126a57d9032e412B
🔥 注: yixie（X：yixie10）活跃于Hyperliquid平台，自四月起建仓MU及SNDK多单，在五月上涨中成为链上半导体板块最大受益者，月盈700万美元，AMD最大多头。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00489,2026-05-19 00:48:00 UTC+8,2026-05-18T16:48:00Z,2026-05-19 00:48:00 UTC+8,荷兰国际：随着伊朗战争持续，欧洲天然气价格上涨,欧洲天然气价格一度突破每兆瓦时50欧元的高位，因为交易员们认为中东局势短期内难以得到缓解。荷兰国际集团的分析师表示：“我们曾多次强调，天然气市场未能充分反映波斯湾供应中断所带来的影响程度。亚洲买家将需要进入现货市场来替代来自波斯湾的中断的合同货物，这将加剧亚洲和欧洲买家之间的竞争。”与此同时，欧盟的储气量仅为总容量的36%，远低于过去五年的平均水平50%。在早盘交易时段，基准荷兰TTF近月合约价格一度上涨2.4%，至每兆瓦时51.36欧元。,news:jin10,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00488,2026-05-19 00:48:42 UTC+8,2026-05-18T16:48:42Z,2026-05-19 00:48:42 UTC+8,【交易员yixie「存储股主力」】AMD 多单 止盈 啦!,"🏛️ 链上华尔街速报 | 巨鲸传统资产持仓异动 💸
📅 时间: 2026/5/19 00:48:41
🐘 【交易员yixie「存储股主力」】AMD 多单 止盈 啦!
💵 标的: AMD多单减持 1,182.78 枚, 约合488,219.75美元
 ✦ 持仓规模: 3,087,026.45美元
 ✦ 均价: 354.31美元
 ✦ 当前盈亏: +451,212.24美元 (+25.78%)
 ✦ 当前价格: 414.96美元
 ✦ 清算价: 189.17美元
📌 地址: 0xa65ce1D604fa901c13AA29f2126a57d9032e412B
🔥 注: yixie（X：yixie10）活跃于Hyperliquid平台，自四月起建仓MU及SNDK多单，在五月上涨中成为链上半导体板块最大受益者，月盈700万美元，AMD最大多头。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00485,2026-05-19 00:49:03 UTC+8,2026-05-18T16:49:03Z,2026-05-19 00:49:03 UTC+8,Tether与Trafigura洽谈USDT支付试点项目,币界网消息，据彭博社报道，全球大宗商品交易商Trafigura正与Tether洽谈一项试点项目，拟在其燃料分销子公司Puma Energy位于萨尔瓦多的加油站支持USDT支付。知情人士称，相关讨论仍处于早期阶段，需等待监管批准。根据方案，消费者可使用USDT支付燃油及便利店商品，随后由中介机构兑换为美元结算给Puma。这是目前已知Tether与大型大宗商品交易商之间首次围绕稳定币实际支付场景展开合作。近年来，Tether持续扩展其在大宗商品领域的业务，包括提供商品贸易贷款、参与原油交易融资及投资黄金和矿业资产等。,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00479,2026-05-19 00:54:18 UTC+8,2026-05-18T16:54:18Z,2026-05-19 00:54:18 UTC+8,Tempo集成Morpho借贷协议，扩展稳定币支付功能,币界网消息，据Coindesk报道，由Stripe与Paradigm支持、专注于稳定币支付的区块链项目Tempo已集成DeFi借贷协议Morpho，将后者约75亿美元规模的借贷市场引入其网络。此次合作将允许在Tempo上构建的金融科技公司与企业直接在链上进行稳定币借贷及闲置资产收益管理，扩展其原有支付、外汇及结算功能。Morpho在Tempo上的借贷市场将由Gauntlet与Sentora提供风险管理支持，并采用Redstone预言机提供定价数据。,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00475,2026-05-19 00:56:29 UTC+8,2026-05-18T16:56:29Z,2026-05-19 00:56:29 UTC+8,市场消息：意大利总理梅洛尼正向布鲁塞尔施压，要求放宽欧盟财政规则，以帮助各国政府吸收伊朗战争和能源价格飙升带来的经济冲击,市场消息：意大利总理梅洛尼正向布鲁塞尔施压，要求放宽欧盟财政规则，以帮助各国政府吸收伊朗战争和能源价格飙升带来的经济冲击。,news:jin10,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00474,2026-05-19 00:57:40 UTC+8,2026-05-18T16:57:40Z,2026-05-19 00:57:40 UTC+8,JUST IN: Trump will host Fed Chair Kevin Warsh’s swearing-in ceremony at the White House on Friday.,JUST IN: Trump will host Fed Chair Kevin Warsh’s swearing-in ceremony at the White House on Friday.,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00473,2026-05-19 00:58:37 UTC+8,2026-05-18T16:58:37Z,2026-05-19 00:58:37 UTC+8,"JUST IN: 🇺🇸 Kevin Warsh to be sworn in as Fed Chair on Friday, officially replacing Jerome Powell. https://t.co/WM9MWULn","JUST IN: 🇺🇸 Kevin Warsh to be sworn in as Fed Chair on Friday, officially replacing Jerome Powell. https://t.co/WM9MWULnuO",webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00464,2026-05-19 01:05:18 UTC+8,2026-05-18T17:05:18Z,2026-05-19 01:05:18 UTC+8,荷兰国际：债券收益率的上涨趋势暂无逆转迹象,市场动能似乎将推动全球收益率走高，荷兰国际集团的利率策略师认为，目前尚无理由逆转此趋势。他们在报告中指出，油价正再度攀升，而伊朗冲突短期内难以解决。策略师们表示：“市场正开始重新审视通胀仅为短期现象的观点，并日益将更持久的通胀预期计入预测。”策略师们称，近期欧元区通胀数据表明，价格压力已不仅限于能源领域，而是蔓延至经济其他领域。,news:jin10,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00460,2026-05-19 01:07:24 UTC+8,2026-05-18T17:07:24Z,2026-05-19 01:07:24 UTC+8,伊朗外交部发言人巴加埃：强加给我们的战争对整个世界造成了严重影响,伊朗外交部发言人巴加埃：强加给我们的战争对整个世界造成了严重影响。,news:jin10,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00451,2026-05-19 01:16:31 UTC+8,2026-05-18T17:16:31Z,2026-05-19 01:16:31 UTC+8,据AXIOS：特朗普的盟友敦促他在AI模型发布前进行审查,据AXIOS：特朗普的盟友敦促他在AI模型发布前进行审查。,news:jin10,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00437,2026-05-19 01:26:19 UTC+8,2026-05-18T17:26:19Z,2026-05-19 01:26:19 UTC+8,XBIT DEX：马斯克年末净资产将突破1万亿美元概率94%,币界网消息，预测市场显示，马斯克的净资产到2026年年底有94%的概率将突破1万亿美元。,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00436,2026-05-19 01:27:04 UTC+8,2026-05-18T17:27:04Z,2026-05-19 01:27:04 UTC+8,Trump-Xi Summit Produced Two Different Stories On Oil Trade And Tariffs,"Trump said China agreed to major trade and tariff steps, but Beijing’s version of the summit told a far more cautious story.

Donald Trump returned from Beijing claiming a major diplomatic and economic breakthrough with China. According to the White House, the May 13-15 meetings with Xi Jinping produced everything from massive Boeing purchases to new agreements on trade, agriculture, and geopolitical coordination.

But when Beijing released its own version of events, many of the headline-grabbing commitments were nowhere to be found.

The result was two sharply different narratives describing the same meetings: one focused on concrete concessions and numbers, the other built around balance, stability, and “mutual benefit.”

The White House framed the meetings as a major success for Washington, publishing a detailed summary filled with numbers, timelines, and commitments from the Chinese side.

According to the American statement, China agreed to purchase 200 Boeing aircraft and increase imports of American agricultural products by at least $17 billion annually between 2026 and 2028. The White House also said Beijing would restore access for U.S. beef and poultry producers and relist more than 400 American companies for trade approvals.

Rare earth minerals: one of the most sensitive pressure points in the global supply chain also appeared prominently in the U.S. version of the talks. Washington said both countries agreed to address supply issues tied to Chinese exports that remain critical for American manufacturing and technology industries.

The two sides additionally announced the creation of the U.S.-China Trade Council and the U.S.-China Investment Council.

Washington also claimed the meetings produced alignment on several major geopolitical issues.

According to the White House, both sides agreed that Iran must not obtain nuclear weapons and that the Strait of Hormuz should remain open. The U.S. statement also said the denuclearization of North Korea remains a shared objective and criticized the unilateral use of tariffs by individual countries and organizations.

Trump also invited Xi Jinping to Washington later in 2026, while both governments pledged support for each other’s leadership roles during upcoming G20 and APEC summits.

Chinese state media and Foreign Ministry statements described the same meetings in dramatically softer language.

There was no public mention of the $17 billion agricultural commitment or the purchase of 200 Boeing aircraft. Instead, Chinese officials emphasized “generally balanced and positive results,” equal consultations, and long-term cooperation.

Beijing confirmed the creation of new trade and investment councils and acknowledged progress on agricultural market access and tariff reductions. Chinese officials also formally redefined bilateral ties as a “constructive strategic stable relationship” (中美建设性战略稳定关系).

Xi Jinping described the visit as a step toward improving mutual understanding and trust between the two nations.

At the same time, issues that dominated the American statement: Iran, North Korea, and tariff disputes were either minimized or omitted entirely from Chinese public messaging.

The contrast was difficult to ignore. While Washington presented the talks as a list of specific Chinese concessions, Beijing carefully avoided language that could make the agreements appear one-sided.

That difference reflects a long-standing diplomatic pattern between the two countries. American leaders often emphasize measurable wins and hard concessions, while Chinese officials focus on stability, equality, and controlled messaging for domestic audiences.

The approach is not new. The Shanghai Communiqué between the United States and China used similarly ambiguous language decades ago, allowing both governments to present the agreement at home as a strategic victory.

But behind the carefully managed statements, the real pressure points remain unresolved. Rare earth minerals, supply chains, and industrial dependence on Chinese exports continue to represent some of the most sensitive risks in the U.S.-China relationship.

And if the promises announced in Washington fail to move beyond press releases and political messaging, those unresolved tensions could quickly return to global markets.

Don’t miss out and join our newsletter to get the latest, well-curated news from the crypto world!

One who believes that technology plus decentralization are to change the world for the better.

https://coinpaper.com/17111/trump-xi-summit-produced-two-different-stories-on-oil-trade-and-tariffs",news:coinpaper,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00435,2026-05-19 01:27:15 UTC+8,2026-05-18T17:27:15Z,2026-05-19 01:27:15 UTC+8,Galaxy Digital获得纽约州虚拟货币业务牌照,币界网消息，吴说获悉，Galaxy Digital宣布，其面向纽约客户的实体GalaxyOne Prime NY已获得纽约州金融服务部（NYDFS）颁发的虚拟货币业务牌照（BitLicense）及货币转移牌照（Money Transmission License），获准在纽约州向机构客户。Galaxy表示，其数字资产业务目前管理约90亿美元客户资产。,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00433,2026-05-19 01:30:00 UTC+8,2026-05-18T17:30:00Z,2026-05-19 01:30:00 UTC+8,"""Taxes on unrealized gains are absurd.""

Michael Green (@profplum99) on Dutch box 3 policy.

""They're trying to tax the","""Taxes on unrealized gains are absurd.""

Michael Green (@profplum99) on Dutch box 3 policy.

""They're trying to tax the failure to sell. To incentivize people to sell appreciated stock, sell the house. It's a band-aid on an already flawed strategy.""

""High-potential earners will lowball their future earnings and get the hell out. The ones with less confidence in their capability will get stuck.""

""You will end up with a nation of losers. But it takes a very long time.""

""The Netherlands has incredible resources, an extraordinarily well-educated population — not particularly well-educated in capitalism, but that's okay. It takes a lot to screw up a society.""

Quoting Adam Smith: ""There's much ruin in a nation.""

Translation: bad policy doesn't kill a country. It hollows it out one high earner at a time.

Who is already considering leaving the Netherlands, and where are you going?",webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
